session_id,node_id,boot_id,chunk_index,relative_path,start_sample_index,sample_count,valid_sample_count,missing_sample_count,valid_mask_path,sample_rate_hz,duration_s,label,room_id,surface_type,distance_m,source_id,split_group_id,packets_received,packets_lost,packets_duplicate_or_old,temperature_mean_c,sha256
20260717_confroom_crema_1034,1,848316260,0,node-0001/boot-32904764/vibration_000000.npy,4812288,60000,60000,0,node-0001/boot-32904764/valid_000000.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1034,crema-d_actor_1034,235,0,0,33.455,2b0afffc1428c4edf8444e4ad307161470a06ecd2eb045b8a365b9b80a4c1abe
20260717_confroom_crema_1034,1,848316260,1,node-0001/boot-32904764/vibration_000001.npy,4872288,60000,60000,0,node-0001/boot-32904764/valid_000001.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1034,crema-d_actor_1034,234,0,0,33.453,544dd7fa96dd19e62a4b2f4b2a707e495861d5350d3a0e329ae0eaee0f88eeb2
20260717_confroom_crema_1034,1,848316260,2,node-0001/boot-32904764/vibration_000002.npy,4932288,60000,60000,0,node-0001/boot-32904764/valid_000002.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1034,crema-d_actor_1034,235,0,0,33.454,e72ee043820d6cb6bd9438e7ea805fc0b04a12867c077c12b54007ff41a1e51b
20260717_confroom_crema_1034,1,848316260,3,node-0001/boot-32904764/vibration_000003.npy,4992288,60000,60000,0,node-0001/boot-32904764/valid_000003.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1034,crema-d_actor_1034,234,0,0,33.459,f50bafbb719dfbf89159ebc5f388c198fc6b9acff2bc3e1fd7dfb14ba7ab4c3a
20260717_confroom_crema_1034,1,848316260,4,node-0001/boot-32904764/vibration_000004.npy,5052288,60000,60000,0,node-0001/boot-32904764/valid_000004.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1034,crema-d_actor_1034,234,0,0,33.459,464f87a69ef5ee52c0591ab074d4790f144893cda88f84ae6222928b61d06068
20260717_confroom_crema_1034,1,848316260,5,node-0001/boot-32904764/vibration_000005.npy,5112288,60000,60000,0,node-0001/boot-32904764/valid_000005.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1034,crema-d_actor_1034,235,0,0,33.459,8d4e2d18180cecff46b5c06dcb481430f946b88744cc2451cd6d6a10f2084d33
20260717_confroom_crema_1034,1,848316260,6,node-0001/boot-32904764/vibration_000006.npy,5172288,60000,60000,0,node-0001/boot-32904764/valid_000006.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1034,crema-d_actor_1034,234,0,0,33.464,c1a878b0c9df3313e60ca02956ec197bb4dbedb9a7b9bd39a04d399b88782666
20260717_confroom_crema_1034,1,848316260,7,node-0001/boot-32904764/vibration_000007.npy,5232288,60000,60000,0,node-0001/boot-32904764/valid_000007.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1034,crema-d_actor_1034,234,0,0,33.466,e0f47c4b1b4b8a4d8a758bb0c20edc2676f7250bd7e09c917afebde769a06ea0
20260717_confroom_crema_1034,1,848316260,8,node-0001/boot-32904764/vibration_000008.npy,5292288,60000,60000,0,node-0001/boot-32904764/valid_000008.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1034,crema-d_actor_1034,235,0,0,33.471,d29fa1f8b6367fd00958dd4de055a75e87aebd52bcb79ea79a15c6d227c4767f
20260717_confroom_crema_1034,1,848316260,9,node-0001/boot-32904764/vibration_000009.npy,5352288,60000,60000,0,node-0001/boot-32904764/valid_000009.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1034,crema-d_actor_1034,234,0,0,33.477,2c67ea374988ba23b25398c4f972da452949064b3681f012bca885a58b2b9f8e
20260717_confroom_crema_1034,1,848316260,10,node-0001/boot-32904764/vibration_000010.npy,5412288,60000,60000,0,node-0001/boot-32904764/valid_000010.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1034,crema-d_actor_1034,235,0,0,33.479,bc93fa1e0ec2f77d275eb80440392c018107d14e5111a28bdd3de04fc4e014a9
20260717_confroom_crema_1034,1,848316260,11,node-0001/boot-32904764/vibration_000011.npy,5472288,60000,60000,0,node-0001/boot-32904764/valid_000011.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1034,crema-d_actor_1034,234,0,0,33.480,b98ab070cad813ff407853c8886faa84e0fc37898440a0009b57ff906e1a8667
