start_s,end_s,source_clip_id,emotion,label
0.000000,2.502500,1050_DFA_ANG_XX.wav,ANG,distress
2.502500,6.039375,1050_DFA_DIS_XX.wav,DIS,exclude
6.039375,9.009000,1050_DFA_FEA_XX.wav,FEA,distress
9.009000,11.344687,1050_DFA_HAP_XX.wav,HAP,exclude
11.344687,13.213250,1050_DFA_NEU_XX.wav,NEU,calm
13.213250,15.915938,1050_DFA_SAD_XX.wav,SAD,distress
15.915938,18.284938,1050_IEO_ANG_HI.wav,ANG,distress
18.284938,19.886563,1050_IEO_ANG_LO.wav,ANG,distress
19.886563,21.688375,1050_IEO_ANG_MD.wav,ANG,distress
21.688375,23.690375,1050_IEO_DIS_HI.wav,DIS,exclude
23.690375,25.625625,1050_IEO_DIS_LO.wav,DIS,exclude
25.625625,27.794438,1050_IEO_DIS_MD.wav,DIS,exclude
27.794438,30.363688,1050_IEO_FEA_HI.wav,FEA,distress
30.363688,32.639250,1050_IEO_FEA_LO.wav,FEA,distress
32.639250,34.708000,1050_IEO_FEA_MD.wav,FEA,distress
34.708000,36.643250,1050_IEO_HAP_HI.wav,HAP,exclude
36.643250,38.478437,1050_IEO_HAP_LO.wav,HAP,exclude
38.478437,40.513813,1050_IEO_HAP_MD.wav,HAP,exclude
40.513813,42.582563,1050_IEO_NEU_XX.wav,NEU,calm
42.582563,45.118437,1050_IEO_SAD_HI.wav,SAD,distress
45.118437,47.153813,1050_IEO_SAD_LO.wav,SAD,distress
47.153813,49.289250,1050_IEO_SAD_MD.wav,SAD,distress
49.289250,52.258875,1050_IOM_ANG_XX.wav,ANG,distress
52.258875,54.928187,1050_IOM_DIS_XX.wav,DIS,exclude
54.928187,57.030313,1050_IOM_FEA_XX.wav,FEA,distress
57.030313,59.099063,1050_IOM_HAP_XX.wav,HAP,exclude
59.099063,60.967625,1050_IOM_NEU_XX.wav,NEU,calm
60.967625,63.003000,1050_IOM_SAD_XX.wav,SAD,distress
63.003000,65.805813,1050_ITH_ANG_XX.wav,ANG,distress
65.805813,69.843187,1050_ITH_DIS_XX.wav,DIS,exclude
69.843187,73.279938,1050_ITH_FEA_XX.wav,FEA,distress
73.279938,76.282938,1050_ITH_HAP_XX.wav,HAP,exclude
76.282938,78.585250,1050_ITH_NEU_XX.wav,NEU,calm
78.585250,81.254563,1050_ITH_SAD_XX.wav,SAD,distress
81.254563,84.124125,1050_ITS_ANG_XX.wav,ANG,distress
84.124125,87.456875,1050_ITS_DIS_XX.wav,DIS,exclude
87.456875,90.693438,1050_ITS_FEA_XX.wav,FEA,distress
90.693438,93.896625,1050_ITS_HAP_XX.wav,HAP,exclude
93.896625,95.731813,1050_ITS_NEU_XX.wav,NEU,calm
95.731813,98.267687,1050_ITS_SAD_XX.wav,SAD,distress
98.267687,101.037125,1050_IWL_ANG_XX.wav,ANG,distress
101.037125,104.607375,1050_IWL_DIS_XX.wav,DIS,exclude
104.607375,107.777187,1050_IWL_FEA_XX.wav,FEA,distress
107.777187,110.379812,1050_IWL_HAP_XX.wav,HAP,exclude
110.379812,112.848938,1050_IWL_NEU_XX.wav,NEU,calm
112.848938,115.851938,1050_IWL_SAD_XX.wav,SAD,distress
115.851938,118.221000,1050_IWW_ANG_XX.wav,ANG,distress
118.221000,121.123875,1050_IWW_DIS_XX.wav,DIS,exclude
121.123875,124.126875,1050_IWW_FEA_XX.wav,FEA,distress
124.126875,126.729500,1050_IWW_HAP_XX.wav,HAP,exclude
126.729500,128.664750,1050_IWW_NEU_XX.wav,NEU,calm
128.664750,130.833562,1050_IWW_SAD_XX.wav,SAD,distress
130.833562,133.736437,1050_MTI_ANG_XX.wav,ANG,distress
133.736437,137.573625,1050_MTI_DIS_XX.wav,DIS,exclude
137.573625,140.109500,1050_MTI_FEA_XX.wav,FEA,distress
140.109500,142.578625,1050_MTI_HAP_XX.wav,HAP,exclude
142.578625,145.147875,1050_MTI_NEU_XX.wav,NEU,calm
145.147875,148.184250,1050_MTI_SAD_XX.wav,SAD,distress
148.184250,150.753500,1050_TAI_ANG_XX.wav,ANG,distress
150.753500,154.323750,1050_TAI_DIS_XX.wav,DIS,exclude
154.323750,157.126563,1050_TAI_FEA_XX.wav,FEA,distress
157.126563,159.128562,1050_TAI_HAP_XX.wav,HAP,exclude
159.128562,161.030438,1050_TAI_NEU_XX.wav,NEU,calm
161.030438,163.566313,1050_TAI_SAD_XX.wav,SAD,distress
163.566313,166.102188,1050_TIE_ANG_XX.wav,ANG,distress
166.102188,169.538938,1050_TIE_DIS_XX.wav,DIS,exclude
169.538938,172.008062,1050_TIE_FEA_XX.wav,FEA,distress
172.008062,174.810875,1050_TIE_HAP_XX.wav,HAP,exclude
174.810875,177.647063,1050_TIE_NEU_XX.wav,NEU,calm
177.647063,180.516562,1050_TIE_SAD_XX.wav,SAD,distress
180.516562,182.652000,1050_TSI_ANG_XX.wav,ANG,distress
182.652000,186.622625,1050_TSI_DIS_XX.wav,DIS,exclude
186.622625,189.725750,1050_TSI_FEA_XX.wav,FEA,distress
189.725750,192.395062,1050_TSI_HAP_XX.wav,HAP,exclude
192.395062,194.196875,1050_TSI_NEU_XX.wav,NEU,calm
194.196875,197.366688,1050_TSI_SAD_XX.wav,SAD,distress
197.366688,199.969313,1050_WSI_ANG_XX.wav,ANG,distress
199.969313,204.273625,1050_WSI_DIS_XX.wav,DIS,exclude
204.273625,207.410063,1050_WSI_FEA_XX.wav,FEA,distress
207.410063,210.246250,1050_WSI_HAP_XX.wav,HAP,exclude
210.246250,212.381687,1050_WSI_NEU_XX.wav,NEU,calm
212.381687,215.618250,1050_WSI_SAD_XX.wav,SAD,distress
