start_s,end_s,source_clip_id,emotion,label
0.000000,3.370062,1020_DFA_ANG_XX.wav,ANG,distress
3.370062,6.873563,1020_DFA_DIS_XX.wav,DIS,exclude
6.873563,9.042375,1020_DFA_FEA_XX.wav,FEA,distress
9.042375,11.144500,1020_DFA_HAP_XX.wav,HAP,exclude
11.144500,13.113125,1020_DFA_NEU_XX.wav,NEU,calm
13.113125,15.515500,1020_DFA_SAD_XX.wav,SAD,distress
15.515500,18.118125,1020_IEO_ANG_HI.wav,ANG,distress
18.118125,20.887563,1020_IEO_ANG_LO.wav,ANG,distress
20.887563,24.257562,1020_IEO_ANG_MD.wav,ANG,distress
24.257562,27.293937,1020_IEO_DIS_HI.wav,DIS,exclude
27.293937,29.996625,1020_IEO_DIS_LO.wav,DIS,exclude
29.996625,33.266562,1020_IEO_DIS_MD.wav,DIS,exclude
33.266562,35.368688,1020_IEO_FEA_HI.wav,FEA,distress
35.368688,37.671000,1020_IEO_FEA_LO.wav,FEA,distress
37.671000,40.106750,1020_IEO_FEA_MD.wav,FEA,distress
40.106750,42.575875,1020_IEO_HAP_HI.wav,HAP,exclude
42.575875,44.744687,1020_IEO_HAP_LO.wav,HAP,exclude
44.744687,47.480750,1020_IEO_HAP_MD.wav,HAP,exclude
47.480750,49.516125,1020_IEO_NEU_XX.wav,NEU,calm
49.516125,52.285562,1020_IEO_SAD_HI.wav,SAD,distress
52.285562,54.954875,1020_IEO_SAD_LO.wav,SAD,distress
54.954875,58.591813,1020_IEO_SAD_MD.wav,SAD,distress
58.591813,61.461375,1020_IOM_ANG_XX.wav,ANG,distress
61.461375,64.164062,1020_IOM_DIS_XX.wav,DIS,exclude
64.164062,66.446750,1020_IOM_FEA_XX.wav,FEA,distress
66.446750,68.715688,1020_IOM_HAP_XX.wav,HAP,exclude
68.715688,70.684313,1020_IOM_NEU_XX.wav,NEU,calm
70.684313,72.986625,1020_IOM_SAD_XX.wav,SAD,distress
72.986625,76.990625,1020_ITH_ANG_XX.wav,ANG,distress
76.990625,81.294938,1020_ITH_DIS_XX.wav,DIS,exclude
81.294938,84.464750,1020_ITH_FEA_XX.wav,FEA,distress
84.464750,86.967250,1020_ITH_HAP_XX.wav,HAP,exclude
86.967250,89.703312,1020_ITH_NEU_XX.wav,NEU,calm
89.703312,93.106688,1020_ITH_SAD_XX.wav,SAD,distress
93.106688,96.476750,1020_ITS_ANG_XX.wav,ANG,distress
96.476750,99.880125,1020_ITS_DIS_XX.wav,DIS,exclude
99.880125,102.416000,1020_ITS_FEA_XX.wav,FEA,distress
102.416000,104.618188,1020_ITS_HAP_XX.wav,HAP,exclude
104.618188,106.920500,1020_ITS_NEU_XX.wav,NEU,calm
106.920500,109.890125,1020_ITS_SAD_XX.wav,SAD,distress
109.890125,113.427000,1020_IWL_ANG_XX.wav,ANG,distress
113.427000,117.364250,1020_IWL_DIS_XX.wav,DIS,exclude
117.364250,120.901125,1020_IWL_FEA_XX.wav,FEA,distress
120.901125,123.570437,1020_IWL_HAP_XX.wav,HAP,exclude
123.570437,126.540063,1020_IWL_NEU_XX.wav,NEU,calm
126.540063,130.010188,1020_IWL_SAD_XX.wav,SAD,distress
130.010188,132.712875,1020_IWW_ANG_XX.wav,ANG,distress
132.712875,135.315500,1020_IWW_DIS_XX.wav,DIS,exclude
135.315500,137.818000,1020_IWW_FEA_XX.wav,FEA,distress
137.818000,139.519688,1020_IWW_HAP_XX.wav,HAP,exclude
139.519688,141.521688,1020_IWW_NEU_XX.wav,NEU,calm
141.521688,144.057562,1020_IWW_SAD_XX.wav,SAD,distress
144.057562,146.860375,1020_MTI_ANG_XX.wav,ANG,distress
146.860375,150.363875,1020_MTI_DIS_XX.wav,DIS,exclude
150.363875,153.099938,1020_MTI_FEA_XX.wav,FEA,distress
153.099938,155.735875,1020_MTI_HAP_XX.wav,HAP,exclude
155.735875,158.572062,1020_MTI_NEU_XX.wav,NEU,calm
158.572062,161.575063,1020_MTI_SAD_XX.wav,SAD,distress
161.575063,164.511313,1020_TAI_ANG_XX.wav,ANG,distress
164.511313,167.714500,1020_TAI_DIS_XX.wav,DIS,exclude
167.714500,170.417188,1020_TAI_FEA_XX.wav,FEA,distress
170.417188,172.552625,1020_TAI_HAP_XX.wav,HAP,exclude
172.552625,175.322062,1020_TAI_NEU_XX.wav,NEU,calm
175.322062,177.891312,1020_TAI_SAD_XX.wav,SAD,distress
177.891312,181.962063,1020_TIE_ANG_XX.wav,ANG,distress
181.962063,186.466563,1020_TIE_DIS_XX.wav,DIS,exclude
186.466563,190.604000,1020_TIE_FEA_XX.wav,FEA,distress
