start_s,end_s,source_clip_id,emotion,label
0.000000,2.402375,1087_DFA_ANG_XX.wav,ANG,distress
2.402375,5.438750,1087_DFA_DIS_XX.wav,DIS,exclude
5.438750,7.907875,1087_DFA_FEA_XX.wav,FEA,distress
7.907875,10.443750,1087_DFA_HAP_XX.wav,HAP,exclude
10.443750,12.846125,1087_DFA_NEU_XX.wav,NEU,calm
12.846125,15.215125,1087_DFA_SAD_XX.wav,SAD,distress
15.215125,18.985563,1087_IEO_ANG_HI.wav,ANG,distress
18.985563,21.988563,1087_IEO_ANG_LO.wav,ANG,distress
21.988563,24.991563,1087_IEO_ANG_MD.wav,ANG,distress
24.991563,27.927813,1087_IEO_DIS_HI.wav,DIS,exclude
27.927813,29.929813,1087_IEO_DIS_LO.wav,DIS,exclude
29.929813,33.066250,1087_IEO_DIS_MD.wav,DIS,exclude
33.066250,35.468625,1087_IEO_FEA_HI.wav,FEA,distress
35.468625,37.470625,1087_IEO_FEA_LO.wav,FEA,distress
37.470625,39.973125,1087_IEO_FEA_MD.wav,FEA,distress
39.973125,43.042875,1087_IEO_HAP_HI.wav,HAP,exclude
43.042875,45.445250,1087_IEO_HAP_LO.wav,HAP,exclude
45.445250,48.748562,1087_IEO_HAP_MD.wav,HAP,exclude
48.748562,51.284438,1087_IEO_NEU_XX.wav,NEU,calm
51.284438,54.354188,1087_IEO_SAD_HI.wav,SAD,distress
54.354188,56.823313,1087_IEO_SAD_LO.wav,SAD,distress
56.823313,59.659500,1087_IEO_SAD_MD.wav,SAD,distress
59.659500,62.362187,1087_IOM_ANG_XX.wav,ANG,distress
62.362187,64.898062,1087_IOM_DIS_XX.wav,DIS,exclude
64.898062,66.766563,1087_IOM_FEA_XX.wav,FEA,distress
66.766563,68.568375,1087_IOM_HAP_XX.wav,HAP,exclude
68.568375,70.837312,1087_IOM_NEU_XX.wav,NEU,calm
70.837312,72.672500,1087_IOM_SAD_XX.wav,SAD,distress
72.672500,75.108250,1087_ITH_ANG_XX.wav,ANG,distress
75.108250,77.443938,1087_ITH_DIS_XX.wav,DIS,exclude
77.443938,79.612750,1087_ITH_FEA_XX.wav,FEA,distress
79.612750,81.447937,1087_ITH_HAP_XX.wav,HAP,exclude
81.447937,84.050562,1087_ITH_NEU_XX.wav,NEU,calm
84.050562,86.319500,1087_ITH_SAD_XX.wav,SAD,distress
86.319500,88.788625,1087_ITS_ANG_XX.wav,ANG,distress
88.788625,91.925062,1087_ITS_DIS_XX.wav,DIS,exclude
91.925062,94.060500,1087_ITS_FEA_XX.wav,FEA,distress
94.060500,96.095875,1087_ITS_HAP_XX.wav,HAP,exclude
96.095875,98.298063,1087_ITS_NEU_XX.wav,NEU,calm
98.298063,101.000750,1087_ITS_SAD_XX.wav,SAD,distress
101.000750,103.970375,1087_IWL_ANG_XX.wav,ANG,distress
103.970375,107.240313,1087_IWL_DIS_XX.wav,DIS,exclude
107.240313,110.243313,1087_IWL_FEA_XX.wav,FEA,distress
110.243313,112.712437,1087_IWL_HAP_XX.wav,HAP,exclude
112.712437,115.548625,1087_IWL_NEU_XX.wav,NEU,calm
115.548625,118.184562,1087_IWL_SAD_XX.wav,SAD,distress
118.184562,121.020750,1087_IWW_ANG_XX.wav,ANG,distress
121.020750,123.156188,1087_IWW_DIS_XX.wav,DIS,exclude
123.156188,124.891250,1087_IWW_FEA_XX.wav,FEA,distress
124.891250,126.693062,1087_IWW_HAP_XX.wav,HAP,exclude
126.693062,128.828500,1087_IWW_NEU_XX.wav,NEU,calm
128.828500,130.930625,1087_IWW_SAD_XX.wav,SAD,distress
130.930625,133.232937,1087_MTI_ANG_XX.wav,ANG,distress
