start_s,end_s,source_clip_id,emotion,label
0.000000,2.502500,1034_DFA_ANG_XX.wav,ANG,distress
2.502500,4.838188,1034_DFA_DIS_XX.wav,DIS,exclude
4.838188,6.773438,1034_DFA_FEA_XX.wav,FEA,distress
6.773438,9.209188,1034_DFA_HAP_XX.wav,HAP,exclude
9.209188,11.077750,1034_DFA_NEU_XX.wav,NEU,calm
11.077750,13.446813,1034_DFA_SAD_XX.wav,SAD,distress
13.446813,15.815812,1034_IEO_ANG_HI.wav,ANG,distress
15.815812,17.584250,1034_IEO_ANG_LO.wav,ANG,distress
17.584250,19.552875,1034_IEO_ANG_MD.wav,ANG,distress
19.552875,21.828437,1034_IEO_DIS_HI.wav,DIS,exclude
21.828437,23.663625,1034_IEO_DIS_LO.wav,DIS,exclude
23.663625,25.939187,1034_IEO_DIS_MD.wav,DIS,exclude
25.939187,27.574125,1034_IEO_FEA_HI.wav,FEA,distress
27.574125,29.409312,1034_IEO_FEA_LO.wav,FEA,distress
29.409312,31.144375,1034_IEO_FEA_MD.wav,FEA,distress
31.144375,33.246500,1034_IEO_HAP_HI.wav,HAP,exclude
33.246500,35.014938,1034_IEO_HAP_LO.wav,HAP,exclude
35.014938,37.016937,1034_IEO_HAP_MD.wav,HAP,exclude
37.016937,38.718625,1034_IEO_NEU_XX.wav,NEU,calm
38.718625,40.854062,1034_IEO_SAD_HI.wav,SAD,distress
40.854062,42.689250,1034_IEO_SAD_LO.wav,SAD,distress
42.689250,44.824688,1034_IEO_SAD_MD.wav,SAD,distress
44.824688,47.293813,1034_IOM_ANG_XX.wav,ANG,distress
47.293813,50.063250,1034_IOM_DIS_XX.wav,DIS,exclude
50.063250,52.499000,1034_IOM_FEA_XX.wav,FEA,distress
52.499000,55.001500,1034_IOM_HAP_XX.wav,HAP,exclude
55.001500,57.170313,1034_IOM_NEU_XX.wav,NEU,calm
57.170313,59.839625,1034_IOM_SAD_XX.wav,SAD,distress
59.839625,63.209688,1034_ITH_ANG_XX.wav,ANG,distress
63.209688,66.145938,1034_ITH_DIS_XX.wav,DIS,exclude
66.145938,68.681813,1034_ITH_FEA_XX.wav,FEA,distress
68.681813,71.217687,1034_ITH_HAP_XX.wav,HAP,exclude
71.217687,73.786937,1034_ITH_NEU_XX.wav,NEU,calm
73.786937,76.289438,1034_ITH_SAD_XX.wav,SAD,distress
76.289438,78.892062,1034_ITS_ANG_XX.wav,ANG,distress
78.892062,81.828312,1034_ITS_DIS_XX.wav,DIS,exclude
81.828312,84.264062,1034_ITS_FEA_XX.wav,FEA,distress
84.264062,86.933375,1034_ITS_HAP_XX.wav,HAP,exclude
86.933375,89.536000,1034_ITS_NEU_XX.wav,NEU,calm
89.536000,92.038500,1034_ITS_SAD_XX.wav,SAD,distress
92.038500,95.074875,1034_IWL_ANG_XX.wav,ANG,distress
95.074875,98.011125,1034_IWL_DIS_XX.wav,DIS,exclude
98.011125,100.580375,1034_IWL_FEA_XX.wav,FEA,distress
100.580375,103.550000,1034_IWL_HAP_XX.wav,HAP,exclude
103.550000,105.852312,1034_IWL_NEU_XX.wav,NEU,calm
105.852312,108.488250,1034_IWL_SAD_XX.wav,SAD,distress
108.488250,111.057500,1034_IWW_ANG_XX.wav,ANG,distress
111.057500,113.893687,1034_IWW_DIS_XX.wav,DIS,exclude
113.893687,116.262750,1034_IWW_FEA_XX.wav,FEA,distress
116.262750,118.364875,1034_IWW_HAP_XX.wav,HAP,exclude
118.364875,120.733937,1034_IWW_NEU_XX.wav,NEU,calm
120.733937,123.069625,1034_IWW_SAD_XX.wav,SAD,distress
123.069625,125.605500,1034_MTI_ANG_XX.wav,ANG,distress
125.605500,128.608500,1034_MTI_DIS_XX.wav,DIS,exclude
128.608500,131.111000,1034_MTI_FEA_XX.wav,FEA,distress
131.111000,134.114000,1034_MTI_HAP_XX.wav,HAP,exclude
134.114000,136.683250,1034_MTI_NEU_XX.wav,NEU,calm
136.683250,139.352563,1034_MTI_SAD_XX.wav,SAD,distress
139.352563,142.021875,1034_TAI_ANG_XX.wav,ANG,distress
142.021875,145.024875,1034_TAI_DIS_XX.wav,DIS,exclude
145.024875,147.227062,1034_TAI_FEA_XX.wav,FEA,distress
147.227062,150.096625,1034_TAI_HAP_XX.wav,HAP,exclude
150.096625,152.232063,1034_TAI_NEU_XX.wav,NEU,calm
152.232063,154.667812,1034_TAI_SAD_XX.wav,SAD,distress
154.667812,157.370500,1034_TIE_ANG_XX.wav,ANG,distress
157.370500,160.139938,1034_TIE_DIS_XX.wav,DIS,exclude
160.139938,162.609062,1034_TIE_FEA_XX.wav,FEA,distress
162.609062,164.811250,1034_TIE_HAP_XX.wav,HAP,exclude
164.811250,167.480562,1034_TIE_NEU_XX.wav,NEU,calm
167.480562,170.250000,1034_TIE_SAD_XX.wav,SAD,distress
170.250000,172.252000,1034_TSI_ANG_XX.wav,ANG,distress
172.252000,174.921312,1034_TSI_DIS_XX.wav,DIS,exclude
174.921312,177.457188,1034_TSI_FEA_XX.wav,FEA,distress
177.457188,180.393438,1034_TSI_HAP_XX.wav,HAP,exclude
180.393438,182.495563,1034_TSI_NEU_XX.wav,NEU,calm
182.495563,185.031438,1034_TSI_SAD_XX.wav,SAD,distress
185.031438,188.067813,1034_WSI_ANG_XX.wav,ANG,distress
188.067813,190.904000,1034_WSI_DIS_XX.wav,DIS,exclude
190.904000,193.339750,1034_WSI_FEA_XX.wav,FEA,distress
193.339750,196.309375,1034_WSI_HAP_XX.wav,HAP,exclude
196.309375,198.778500,1034_WSI_NEU_XX.wav,NEU,calm
198.778500,201.281000,1034_WSI_SAD_XX.wav,SAD,distress
