event_id,start_s,end_s,label,source_clip_id,source_dataset,speaker_id,emotion,notes
crema-001,8.000000,10.502500,distress,1050_DFA_ANG_XX.wav,CREMA-D,1050,ANG,timeline offset 8 s
crema-002,10.502500,14.039375,exclude,1050_DFA_DIS_XX.wav,CREMA-D,1050,DIS,timeline offset 8 s
crema-003,14.039375,17.009000,distress,1050_DFA_FEA_XX.wav,CREMA-D,1050,FEA,timeline offset 8 s
crema-004,17.009000,19.344687,exclude,1050_DFA_HAP_XX.wav,CREMA-D,1050,HAP,timeline offset 8 s
crema-005,19.344687,21.213250,calm,1050_DFA_NEU_XX.wav,CREMA-D,1050,NEU,timeline offset 8 s
crema-006,21.213250,23.915938,distress,1050_DFA_SAD_XX.wav,CREMA-D,1050,SAD,timeline offset 8 s
crema-007,23.915938,26.284938,distress,1050_IEO_ANG_HI.wav,CREMA-D,1050,ANG,timeline offset 8 s
crema-008,26.284938,27.886563,distress,1050_IEO_ANG_LO.wav,CREMA-D,1050,ANG,timeline offset 8 s
crema-009,27.886563,29.688375,distress,1050_IEO_ANG_MD.wav,CREMA-D,1050,ANG,timeline offset 8 s
crema-010,29.688375,31.690375,exclude,1050_IEO_DIS_HI.wav,CREMA-D,1050,DIS,timeline offset 8 s
crema-011,31.690375,33.625625,exclude,1050_IEO_DIS_LO.wav,CREMA-D,1050,DIS,timeline offset 8 s
crema-012,33.625625,35.794438,exclude,1050_IEO_DIS_MD.wav,CREMA-D,1050,DIS,timeline offset 8 s
crema-013,35.794438,38.363688,distress,1050_IEO_FEA_HI.wav,CREMA-D,1050,FEA,timeline offset 8 s
crema-014,38.363688,40.639250,distress,1050_IEO_FEA_LO.wav,CREMA-D,1050,FEA,timeline offset 8 s
crema-015,40.639250,42.708000,distress,1050_IEO_FEA_MD.wav,CREMA-D,1050,FEA,timeline offset 8 s
crema-016,42.708000,44.643250,exclude,1050_IEO_HAP_HI.wav,CREMA-D,1050,HAP,timeline offset 8 s
crema-017,44.643250,46.478437,exclude,1050_IEO_HAP_LO.wav,CREMA-D,1050,HAP,timeline offset 8 s
crema-018,46.478437,48.513813,exclude,1050_IEO_HAP_MD.wav,CREMA-D,1050,HAP,timeline offset 8 s
crema-019,48.513813,50.582563,calm,1050_IEO_NEU_XX.wav,CREMA-D,1050,NEU,timeline offset 8 s
crema-020,50.582563,53.118437,distress,1050_IEO_SAD_HI.wav,CREMA-D,1050,SAD,timeline offset 8 s
crema-021,53.118437,55.153813,distress,1050_IEO_SAD_LO.wav,CREMA-D,1050,SAD,timeline offset 8 s
crema-022,55.153813,57.289250,distress,1050_IEO_SAD_MD.wav,CREMA-D,1050,SAD,timeline offset 8 s
crema-023,57.289250,60.258875,distress,1050_IOM_ANG_XX.wav,CREMA-D,1050,ANG,timeline offset 8 s
crema-024,60.258875,62.928187,exclude,1050_IOM_DIS_XX.wav,CREMA-D,1050,DIS,timeline offset 8 s
crema-025,62.928187,65.030313,distress,1050_IOM_FEA_XX.wav,CREMA-D,1050,FEA,timeline offset 8 s
crema-026,65.030313,67.099063,exclude,1050_IOM_HAP_XX.wav,CREMA-D,1050,HAP,timeline offset 8 s
crema-027,67.099063,68.967625,calm,1050_IOM_NEU_XX.wav,CREMA-D,1050,NEU,timeline offset 8 s
crema-028,68.967625,71.003000,distress,1050_IOM_SAD_XX.wav,CREMA-D,1050,SAD,timeline offset 8 s
crema-029,71.003000,73.805813,distress,1050_ITH_ANG_XX.wav,CREMA-D,1050,ANG,timeline offset 8 s
crema-030,73.805813,77.843187,exclude,1050_ITH_DIS_XX.wav,CREMA-D,1050,DIS,timeline offset 8 s
crema-031,77.843187,81.279938,distress,1050_ITH_FEA_XX.wav,CREMA-D,1050,FEA,timeline offset 8 s
crema-032,81.279938,84.282938,exclude,1050_ITH_HAP_XX.wav,CREMA-D,1050,HAP,timeline offset 8 s
crema-033,84.282938,86.585250,calm,1050_ITH_NEU_XX.wav,CREMA-D,1050,NEU,timeline offset 8 s
crema-034,86.585250,89.254563,distress,1050_ITH_SAD_XX.wav,CREMA-D,1050,SAD,timeline offset 8 s
crema-035,89.254563,92.124125,distress,1050_ITS_ANG_XX.wav,CREMA-D,1050,ANG,timeline offset 8 s
crema-036,92.124125,95.456875,exclude,1050_ITS_DIS_XX.wav,CREMA-D,1050,DIS,timeline offset 8 s
crema-037,95.456875,98.693438,distress,1050_ITS_FEA_XX.wav,CREMA-D,1050,FEA,timeline offset 8 s
crema-038,98.693438,101.896625,exclude,1050_ITS_HAP_XX.wav,CREMA-D,1050,HAP,timeline offset 8 s
crema-039,101.896625,103.731813,calm,1050_ITS_NEU_XX.wav,CREMA-D,1050,NEU,timeline offset 8 s
crema-040,103.731813,106.267687,distress,1050_ITS_SAD_XX.wav,CREMA-D,1050,SAD,timeline offset 8 s
crema-041,106.267687,109.037125,distress,1050_IWL_ANG_XX.wav,CREMA-D,1050,ANG,timeline offset 8 s
crema-042,109.037125,112.607375,exclude,1050_IWL_DIS_XX.wav,CREMA-D,1050,DIS,timeline offset 8 s
crema-043,112.607375,115.777187,distress,1050_IWL_FEA_XX.wav,CREMA-D,1050,FEA,timeline offset 8 s
