event_id,start_s,end_s,label,source_clip_id,source_dataset,speaker_id,emotion,notes
crema-001,8.000000,10.402375,distress,1087_DFA_ANG_XX.wav,CREMA-D,1087,ANG,timeline offset 8 s
crema-002,10.402375,13.438750,exclude,1087_DFA_DIS_XX.wav,CREMA-D,1087,DIS,timeline offset 8 s
crema-003,13.438750,15.907875,distress,1087_DFA_FEA_XX.wav,CREMA-D,1087,FEA,timeline offset 8 s
crema-004,15.907875,18.443750,exclude,1087_DFA_HAP_XX.wav,CREMA-D,1087,HAP,timeline offset 8 s
crema-005,18.443750,20.846125,calm,1087_DFA_NEU_XX.wav,CREMA-D,1087,NEU,timeline offset 8 s
crema-006,20.846125,23.215125,distress,1087_DFA_SAD_XX.wav,CREMA-D,1087,SAD,timeline offset 8 s
crema-007,23.215125,26.985563,distress,1087_IEO_ANG_HI.wav,CREMA-D,1087,ANG,timeline offset 8 s
crema-008,26.985563,29.988563,distress,1087_IEO_ANG_LO.wav,CREMA-D,1087,ANG,timeline offset 8 s
crema-009,29.988563,32.991563,distress,1087_IEO_ANG_MD.wav,CREMA-D,1087,ANG,timeline offset 8 s
crema-010,32.991563,35.927813,exclude,1087_IEO_DIS_HI.wav,CREMA-D,1087,DIS,timeline offset 8 s
crema-011,35.927813,37.929813,exclude,1087_IEO_DIS_LO.wav,CREMA-D,1087,DIS,timeline offset 8 s
crema-012,37.929813,41.066250,exclude,1087_IEO_DIS_MD.wav,CREMA-D,1087,DIS,timeline offset 8 s
crema-013,41.066250,43.468625,distress,1087_IEO_FEA_HI.wav,CREMA-D,1087,FEA,timeline offset 8 s
crema-014,43.468625,45.470625,distress,1087_IEO_FEA_LO.wav,CREMA-D,1087,FEA,timeline offset 8 s
crema-015,45.470625,47.973125,distress,1087_IEO_FEA_MD.wav,CREMA-D,1087,FEA,timeline offset 8 s
crema-016,47.973125,51.042875,exclude,1087_IEO_HAP_HI.wav,CREMA-D,1087,HAP,timeline offset 8 s
crema-017,51.042875,53.445250,exclude,1087_IEO_HAP_LO.wav,CREMA-D,1087,HAP,timeline offset 8 s
crema-018,53.445250,56.748562,exclude,1087_IEO_HAP_MD.wav,CREMA-D,1087,HAP,timeline offset 8 s
crema-019,56.748562,59.284438,calm,1087_IEO_NEU_XX.wav,CREMA-D,1087,NEU,timeline offset 8 s
crema-020,59.284438,62.354188,distress,1087_IEO_SAD_HI.wav,CREMA-D,1087,SAD,timeline offset 8 s
crema-021,62.354188,64.823313,distress,1087_IEO_SAD_LO.wav,CREMA-D,1087,SAD,timeline offset 8 s
crema-022,64.823313,67.659500,distress,1087_IEO_SAD_MD.wav,CREMA-D,1087,SAD,timeline offset 8 s
crema-023,67.659500,70.362187,distress,1087_IOM_ANG_XX.wav,CREMA-D,1087,ANG,timeline offset 8 s
crema-024,70.362187,72.898062,exclude,1087_IOM_DIS_XX.wav,CREMA-D,1087,DIS,timeline offset 8 s
crema-025,72.898062,74.766563,distress,1087_IOM_FEA_XX.wav,CREMA-D,1087,FEA,timeline offset 8 s
crema-026,74.766563,76.568375,exclude,1087_IOM_HAP_XX.wav,CREMA-D,1087,HAP,timeline offset 8 s
crema-027,76.568375,78.837312,calm,1087_IOM_NEU_XX.wav,CREMA-D,1087,NEU,timeline offset 8 s
crema-028,78.837312,80.672500,distress,1087_IOM_SAD_XX.wav,CREMA-D,1087,SAD,timeline offset 8 s
crema-029,80.672500,83.108250,distress,1087_ITH_ANG_XX.wav,CREMA-D,1087,ANG,timeline offset 8 s
crema-030,83.108250,85.443938,exclude,1087_ITH_DIS_XX.wav,CREMA-D,1087,DIS,timeline offset 8 s
crema-031,85.443938,87.612750,distress,1087_ITH_FEA_XX.wav,CREMA-D,1087,FEA,timeline offset 8 s
crema-032,87.612750,89.447937,exclude,1087_ITH_HAP_XX.wav,CREMA-D,1087,HAP,timeline offset 8 s
crema-033,89.447937,92.050562,calm,1087_ITH_NEU_XX.wav,CREMA-D,1087,NEU,timeline offset 8 s
crema-034,92.050562,94.319500,distress,1087_ITH_SAD_XX.wav,CREMA-D,1087,SAD,timeline offset 8 s
crema-035,94.319500,96.788625,distress,1087_ITS_ANG_XX.wav,CREMA-D,1087,ANG,timeline offset 8 s
crema-036,96.788625,99.925062,exclude,1087_ITS_DIS_XX.wav,CREMA-D,1087,DIS,timeline offset 8 s
crema-037,99.925062,102.060500,distress,1087_ITS_FEA_XX.wav,CREMA-D,1087,FEA,timeline offset 8 s
crema-038,102.060500,104.095875,exclude,1087_ITS_HAP_XX.wav,CREMA-D,1087,HAP,timeline offset 8 s
crema-039,104.095875,106.298063,calm,1087_ITS_NEU_XX.wav,CREMA-D,1087,NEU,timeline offset 8 s
crema-040,106.298063,109.000750,distress,1087_ITS_SAD_XX.wav,CREMA-D,1087,SAD,timeline offset 8 s
crema-041,109.000750,111.970375,distress,1087_IWL_ANG_XX.wav,CREMA-D,1087,ANG,timeline offset 8 s
crema-042,111.970375,115.240313,exclude,1087_IWL_DIS_XX.wav,CREMA-D,1087,DIS,timeline offset 8 s
crema-043,115.240313,118.243313,distress,1087_IWL_FEA_XX.wav,CREMA-D,1087,FEA,timeline offset 8 s
crema-044,118.243313,120.712437,exclude,1087_IWL_HAP_XX.wav,CREMA-D,1087,HAP,timeline offset 8 s
crema-045,120.712437,123.548625,calm,1087_IWL_NEU_XX.wav,CREMA-D,1087,NEU,timeline offset 8 s
crema-046,123.548625,126.184562,distress,1087_IWL_SAD_XX.wav,CREMA-D,1087,SAD,timeline offset 8 s
crema-047,126.184562,129.020750,distress,1087_IWW_ANG_XX.wav,CREMA-D,1087,ANG,timeline offset 8 s
crema-048,129.020750,131.156188,exclude,1087_IWW_DIS_XX.wav,CREMA-D,1087,DIS,timeline offset 8 s
crema-049,131.156188,132.891250,distress,1087_IWW_FEA_XX.wav,CREMA-D,1087,FEA,timeline offset 8 s
crema-050,132.891250,134.693062,exclude,1087_IWW_HAP_XX.wav,CREMA-D,1087,HAP,timeline offset 8 s
crema-051,134.693062,136.828500,calm,1087_IWW_NEU_XX.wav,CREMA-D,1087,NEU,timeline offset 8 s
crema-052,136.828500,138.930625,distress,1087_IWW_SAD_XX.wav,CREMA-D,1087,SAD,timeline offset 8 s
crema-053,138.930625,141.232937,distress,1087_MTI_ANG_XX.wav,CREMA-D,1087,ANG,timeline offset 8 s
crema-054,141.232937,144.135812,exclude,1087_MTI_DIS_XX.wav,CREMA-D,1087,DIS,timeline offset 8 s
crema-055,144.135812,146.705062,distress,1087_MTI_FEA_XX.wav,CREMA-D,1087,FEA,timeline offset 8 s
crema-056,146.705062,149.307687,exclude,1087_MTI_HAP_XX.wav,CREMA-D,1087,HAP,timeline offset 8 s
crema-057,149.307687,152.477500,calm,1087_MTI_NEU_XX.wav,CREMA-D,1087,NEU,timeline offset 8 s
crema-058,152.477500,155.146813,distress,1087_MTI_SAD_XX.wav,CREMA-D,1087,SAD,timeline offset 8 s
crema-059,155.146813,158.149812,distress,1087_TAI_ANG_XX.wav,CREMA-D,1087,ANG,timeline offset 8 s
crema-060,158.149812,160.485500,exclude,1087_TAI_DIS_XX.wav,CREMA-D,1087,DIS,timeline offset 8 s
crema-061,160.485500,162.487500,distress,1087_TAI_FEA_XX.wav,CREMA-D,1087,FEA,timeline offset 8 s
crema-062,162.487500,164.456125,exclude,1087_TAI_HAP_XX.wav,CREMA-D,1087,HAP,timeline offset 8 s
crema-063,164.456125,167.258938,calm,1087_TAI_NEU_XX.wav,CREMA-D,1087,NEU,timeline offset 8 s
crema-064,167.258938,169.728062,distress,1087_TAI_SAD_XX.wav,CREMA-D,1087,SAD,timeline offset 8 s
crema-065,169.728062,172.430750,distress,1087_TIE_ANG_XX.wav,CREMA-D,1087,ANG,timeline offset 8 s
crema-066,172.430750,175.367000,exclude,1087_TIE_DIS_XX.wav,CREMA-D,1087,DIS,timeline offset 8 s
crema-067,175.367000,178.670312,distress,1087_TIE_FEA_XX.wav,CREMA-D,1087,FEA,timeline offset 8 s
crema-068,178.670312,181.573187,exclude,1087_TIE_HAP_XX.wav,CREMA-D,1087,HAP,timeline offset 8 s
crema-069,181.573187,183.975562,calm,1087_TIE_NEU_XX.wav,CREMA-D,1087,NEU,timeline offset 8 s
crema-070,183.975562,186.344562,distress,1087_TIE_SAD_XX.wav,CREMA-D,1087,SAD,timeline offset 8 s
crema-071,186.344562,189.747938,distress,1087_TSI_ANG_XX.wav,CREMA-D,1087,ANG,timeline offset 8 s
crema-072,189.747938,192.217062,exclude,1087_TSI_DIS_XX.wav,CREMA-D,1087,DIS,timeline offset 8 s
crema-073,192.217062,194.552750,distress,1087_TSI_FEA_XX.wav,CREMA-D,1087,FEA,timeline offset 8 s
crema-074,194.552750,197.288813,exclude,1087_TSI_HAP_XX.wav,CREMA-D,1087,HAP,timeline offset 8 s
crema-075,197.288813,199.591125,calm,1087_TSI_NEU_XX.wav,CREMA-D,1087,NEU,timeline offset 8 s
crema-076,199.591125,202.227062,distress,1087_TSI_SAD_XX.wav,CREMA-D,1087,SAD,timeline offset 8 s
crema-077,202.227062,205.663813,distress,1087_WSI_ANG_XX.wav,CREMA-D,1087,ANG,timeline offset 8 s
crema-078,205.663813,209.067187,exclude,1087_WSI_DIS_XX.wav,CREMA-D,1087,DIS,timeline offset 8 s
crema-079,209.067187,211.236000,distress,1087_WSI_FEA_XX.wav,CREMA-D,1087,FEA,timeline offset 8 s
crema-080,211.236000,213.171250,exclude,1087_WSI_HAP_XX.wav,CREMA-D,1087,HAP,timeline offset 8 s
crema-081,213.171250,215.573625,calm,1087_WSI_NEU_XX.wav,CREMA-D,1087,NEU,timeline offset 8 s
crema-082,215.573625,218.743437,distress,1087_WSI_SAD_XX.wav,CREMA-D,1087,SAD,timeline offset 8 s
