event_id,start_s,end_s,label,source_clip_id,source_dataset,speaker_id,emotion,notes
crema-001,8.749021,11.251521,distress,1034_DFA_ANG_XX.wav,CREMA-D,1034,ANG,timeline aligned from vibration envelope
crema-002,11.251521,13.587209,exclude,1034_DFA_DIS_XX.wav,CREMA-D,1034,DIS,timeline aligned from vibration envelope
crema-003,13.587209,15.522459,distress,1034_DFA_FEA_XX.wav,CREMA-D,1034,FEA,timeline aligned from vibration envelope
crema-004,15.522459,17.958209,exclude,1034_DFA_HAP_XX.wav,CREMA-D,1034,HAP,timeline aligned from vibration envelope
crema-005,17.958209,19.826771,calm,1034_DFA_NEU_XX.wav,CREMA-D,1034,NEU,timeline aligned from vibration envelope
crema-006,19.826771,22.195834,distress,1034_DFA_SAD_XX.wav,CREMA-D,1034,SAD,timeline aligned from vibration envelope
crema-007,22.195834,24.564833,distress,1034_IEO_ANG_HI.wav,CREMA-D,1034,ANG,timeline aligned from vibration envelope
crema-008,24.564833,26.333271,distress,1034_IEO_ANG_LO.wav,CREMA-D,1034,ANG,timeline aligned from vibration envelope
crema-009,26.333271,28.301896,distress,1034_IEO_ANG_MD.wav,CREMA-D,1034,ANG,timeline aligned from vibration envelope
crema-010,28.301896,30.577458,exclude,1034_IEO_DIS_HI.wav,CREMA-D,1034,DIS,timeline aligned from vibration envelope
crema-011,30.577458,32.412646,exclude,1034_IEO_DIS_LO.wav,CREMA-D,1034,DIS,timeline aligned from vibration envelope
crema-012,32.412646,34.688208,exclude,1034_IEO_DIS_MD.wav,CREMA-D,1034,DIS,timeline aligned from vibration envelope
crema-013,34.688208,36.323146,distress,1034_IEO_FEA_HI.wav,CREMA-D,1034,FEA,timeline aligned from vibration envelope
crema-014,36.323146,38.158333,distress,1034_IEO_FEA_LO.wav,CREMA-D,1034,FEA,timeline aligned from vibration envelope
crema-015,38.158333,39.893396,distress,1034_IEO_FEA_MD.wav,CREMA-D,1034,FEA,timeline aligned from vibration envelope
crema-016,39.893396,41.995521,exclude,1034_IEO_HAP_HI.wav,CREMA-D,1034,HAP,timeline aligned from vibration envelope
crema-017,41.995521,43.763959,exclude,1034_IEO_HAP_LO.wav,CREMA-D,1034,HAP,timeline aligned from vibration envelope
crema-018,43.763959,45.765958,exclude,1034_IEO_HAP_MD.wav,CREMA-D,1034,HAP,timeline aligned from vibration envelope
crema-019,45.765958,47.467646,calm,1034_IEO_NEU_XX.wav,CREMA-D,1034,NEU,timeline aligned from vibration envelope
crema-020,47.467646,49.603083,distress,1034_IEO_SAD_HI.wav,CREMA-D,1034,SAD,timeline aligned from vibration envelope
crema-021,49.603083,51.438271,distress,1034_IEO_SAD_LO.wav,CREMA-D,1034,SAD,timeline aligned from vibration envelope
crema-022,51.438271,53.573709,distress,1034_IEO_SAD_MD.wav,CREMA-D,1034,SAD,timeline aligned from vibration envelope
crema-023,53.573709,56.042834,distress,1034_IOM_ANG_XX.wav,CREMA-D,1034,ANG,timeline aligned from vibration envelope
crema-024,56.042834,58.812271,exclude,1034_IOM_DIS_XX.wav,CREMA-D,1034,DIS,timeline aligned from vibration envelope
crema-025,58.812271,61.248021,distress,1034_IOM_FEA_XX.wav,CREMA-D,1034,FEA,timeline aligned from vibration envelope
crema-026,61.248021,63.750521,exclude,1034_IOM_HAP_XX.wav,CREMA-D,1034,HAP,timeline aligned from vibration envelope
crema-027,63.750521,65.919334,calm,1034_IOM_NEU_XX.wav,CREMA-D,1034,NEU,timeline aligned from vibration envelope
crema-028,65.919334,68.588646,distress,1034_IOM_SAD_XX.wav,CREMA-D,1034,SAD,timeline aligned from vibration envelope
crema-029,68.588646,71.958709,distress,1034_ITH_ANG_XX.wav,CREMA-D,1034,ANG,timeline aligned from vibration envelope
crema-030,71.958709,74.894959,exclude,1034_ITH_DIS_XX.wav,CREMA-D,1034,DIS,timeline aligned from vibration envelope
crema-031,74.894959,77.430834,distress,1034_ITH_FEA_XX.wav,CREMA-D,1034,FEA,timeline aligned from vibration envelope
crema-032,77.430834,79.966708,exclude,1034_ITH_HAP_XX.wav,CREMA-D,1034,HAP,timeline aligned from vibration envelope
crema-033,79.966708,82.535958,calm,1034_ITH_NEU_XX.wav,CREMA-D,1034,NEU,timeline aligned from vibration envelope
crema-034,82.535958,85.038459,distress,1034_ITH_SAD_XX.wav,CREMA-D,1034,SAD,timeline aligned from vibration envelope
crema-035,85.038459,87.641083,distress,1034_ITS_ANG_XX.wav,CREMA-D,1034,ANG,timeline aligned from vibration envelope
crema-036,87.641083,90.577333,exclude,1034_ITS_DIS_XX.wav,CREMA-D,1034,DIS,timeline aligned from vibration envelope
crema-037,90.577333,93.013083,distress,1034_ITS_FEA_XX.wav,CREMA-D,1034,FEA,timeline aligned from vibration envelope
crema-038,93.013083,95.682396,exclude,1034_ITS_HAP_XX.wav,CREMA-D,1034,HAP,timeline aligned from vibration envelope
crema-039,95.682396,98.285021,calm,1034_ITS_NEU_XX.wav,CREMA-D,1034,NEU,timeline aligned from vibration envelope
crema-040,98.285021,100.787521,distress,1034_ITS_SAD_XX.wav,CREMA-D,1034,SAD,timeline aligned from vibration envelope
crema-041,100.787521,103.823896,distress,1034_IWL_ANG_XX.wav,CREMA-D,1034,ANG,timeline aligned from vibration envelope
crema-042,103.823896,106.760146,exclude,1034_IWL_DIS_XX.wav,CREMA-D,1034,DIS,timeline aligned from vibration envelope
crema-043,106.760146,109.329396,distress,1034_IWL_FEA_XX.wav,CREMA-D,1034,FEA,timeline aligned from vibration envelope
crema-044,109.329396,112.299021,exclude,1034_IWL_HAP_XX.wav,CREMA-D,1034,HAP,timeline aligned from vibration envelope
crema-045,112.299021,114.601333,calm,1034_IWL_NEU_XX.wav,CREMA-D,1034,NEU,timeline aligned from vibration envelope
crema-046,114.601333,117.237271,distress,1034_IWL_SAD_XX.wav,CREMA-D,1034,SAD,timeline aligned from vibration envelope
crema-047,117.237271,119.806521,distress,1034_IWW_ANG_XX.wav,CREMA-D,1034,ANG,timeline aligned from vibration envelope
crema-048,119.806521,122.642708,exclude,1034_IWW_DIS_XX.wav,CREMA-D,1034,DIS,timeline aligned from vibration envelope
crema-049,122.642708,125.011771,distress,1034_IWW_FEA_XX.wav,CREMA-D,1034,FEA,timeline aligned from vibration envelope
crema-050,125.011771,127.113896,exclude,1034_IWW_HAP_XX.wav,CREMA-D,1034,HAP,timeline aligned from vibration envelope
crema-051,127.113896,129.482958,calm,1034_IWW_NEU_XX.wav,CREMA-D,1034,NEU,timeline aligned from vibration envelope
crema-052,129.482958,131.818646,distress,1034_IWW_SAD_XX.wav,CREMA-D,1034,SAD,timeline aligned from vibration envelope
crema-053,131.818646,134.354521,distress,1034_MTI_ANG_XX.wav,CREMA-D,1034,ANG,timeline aligned from vibration envelope
crema-054,134.354521,137.357521,exclude,1034_MTI_DIS_XX.wav,CREMA-D,1034,DIS,timeline aligned from vibration envelope
crema-055,137.357521,139.860021,distress,1034_MTI_FEA_XX.wav,CREMA-D,1034,FEA,timeline aligned from vibration envelope
crema-056,139.860021,142.863021,exclude,1034_MTI_HAP_XX.wav,CREMA-D,1034,HAP,timeline aligned from vibration envelope
crema-057,142.863021,145.432271,calm,1034_MTI_NEU_XX.wav,CREMA-D,1034,NEU,timeline aligned from vibration envelope
crema-058,145.432271,148.101584,distress,1034_MTI_SAD_XX.wav,CREMA-D,1034,SAD,timeline aligned from vibration envelope
crema-059,148.101584,150.770896,distress,1034_TAI_ANG_XX.wav,CREMA-D,1034,ANG,timeline aligned from vibration envelope
crema-060,150.770896,153.773896,exclude,1034_TAI_DIS_XX.wav,CREMA-D,1034,DIS,timeline aligned from vibration envelope
crema-061,153.773896,155.976083,distress,1034_TAI_FEA_XX.wav,CREMA-D,1034,FEA,timeline aligned from vibration envelope
crema-062,155.976083,158.845646,exclude,1034_TAI_HAP_XX.wav,CREMA-D,1034,HAP,timeline aligned from vibration envelope
crema-063,158.845646,160.981084,calm,1034_TAI_NEU_XX.wav,CREMA-D,1034,NEU,timeline aligned from vibration envelope
crema-064,160.981084,163.416833,distress,1034_TAI_SAD_XX.wav,CREMA-D,1034,SAD,timeline aligned from vibration envelope
crema-065,163.416833,166.119521,distress,1034_TIE_ANG_XX.wav,CREMA-D,1034,ANG,timeline aligned from vibration envelope
crema-066,166.119521,168.888959,exclude,1034_TIE_DIS_XX.wav,CREMA-D,1034,DIS,timeline aligned from vibration envelope
crema-067,168.888959,171.358083,distress,1034_TIE_FEA_XX.wav,CREMA-D,1034,FEA,timeline aligned from vibration envelope
crema-068,171.358083,173.560271,exclude,1034_TIE_HAP_XX.wav,CREMA-D,1034,HAP,timeline aligned from vibration envelope
crema-069,173.560271,176.229583,calm,1034_TIE_NEU_XX.wav,CREMA-D,1034,NEU,timeline aligned from vibration envelope
crema-070,176.229583,178.999021,distress,1034_TIE_SAD_XX.wav,CREMA-D,1034,SAD,timeline aligned from vibration envelope
crema-071,178.999021,181.001021,distress,1034_TSI_ANG_XX.wav,CREMA-D,1034,ANG,timeline aligned from vibration envelope
crema-072,181.001021,183.670333,exclude,1034_TSI_DIS_XX.wav,CREMA-D,1034,DIS,timeline aligned from vibration envelope
crema-073,183.670333,186.206209,distress,1034_TSI_FEA_XX.wav,CREMA-D,1034,FEA,timeline aligned from vibration envelope
crema-074,186.206209,189.142459,exclude,1034_TSI_HAP_XX.wav,CREMA-D,1034,HAP,timeline aligned from vibration envelope
crema-075,189.142459,191.244584,calm,1034_TSI_NEU_XX.wav,CREMA-D,1034,NEU,timeline aligned from vibration envelope
crema-076,191.244584,193.780459,distress,1034_TSI_SAD_XX.wav,CREMA-D,1034,SAD,timeline aligned from vibration envelope
crema-077,193.780459,196.816834,distress,1034_WSI_ANG_XX.wav,CREMA-D,1034,ANG,timeline aligned from vibration envelope
crema-078,196.816834,199.653021,exclude,1034_WSI_DIS_XX.wav,CREMA-D,1034,DIS,timeline aligned from vibration envelope
crema-079,199.653021,202.088771,distress,1034_WSI_FEA_XX.wav,CREMA-D,1034,FEA,timeline aligned from vibration envelope
crema-080,202.088771,205.058396,exclude,1034_WSI_HAP_XX.wav,CREMA-D,1034,HAP,timeline aligned from vibration envelope
crema-081,205.058396,207.527521,calm,1034_WSI_NEU_XX.wav,CREMA-D,1034,NEU,timeline aligned from vibration envelope
crema-082,207.527521,210.030021,distress,1034_WSI_SAD_XX.wav,CREMA-D,1034,SAD,timeline aligned from vibration envelope
