event_id,start_s,end_s,label,source_clip_id,source_dataset,speaker_id,emotion,notes
crema-001,8.718468,11.121507,distress,1087_DFA_ANG_XX.wav,CREMA-D,1087,ANG,timeline aligned from vibration envelope
crema-002,11.121507,14.158722,exclude,1087_DFA_DIS_XX.wav,CREMA-D,1087,DIS,timeline aligned from vibration envelope
crema-003,14.158722,16.628530,distress,1087_DFA_FEA_XX.wav,CREMA-D,1087,FEA,timeline aligned from vibration envelope
crema-004,16.628530,19.165107,exclude,1087_DFA_HAP_XX.wav,CREMA-D,1087,HAP,timeline aligned from vibration envelope
crema-005,19.165107,21.568146,calm,1087_DFA_NEU_XX.wav,CREMA-D,1087,NEU,timeline aligned from vibration envelope
crema-006,21.568146,23.937802,distress,1087_DFA_SAD_XX.wav,CREMA-D,1087,SAD,timeline aligned from vibration envelope
crema-007,23.937802,27.709283,distress,1087_IEO_ANG_HI.wav,CREMA-D,1087,ANG,timeline aligned from vibration envelope
crema-008,27.709283,30.713113,distress,1087_IEO_ANG_LO.wav,CREMA-D,1087,ANG,timeline aligned from vibration envelope
crema-009,30.713113,33.716944,distress,1087_IEO_ANG_MD.wav,CREMA-D,1087,ANG,timeline aligned from vibration envelope
crema-010,33.716944,36.654006,exclude,1087_IEO_DIS_HI.wav,CREMA-D,1087,DIS,timeline aligned from vibration envelope
crema-011,36.654006,38.656560,exclude,1087_IEO_DIS_LO.wav,CREMA-D,1087,DIS,timeline aligned from vibration envelope
crema-012,38.656560,41.793865,exclude,1087_IEO_DIS_MD.wav,CREMA-D,1087,DIS,timeline aligned from vibration envelope
crema-013,41.793865,44.196905,distress,1087_IEO_FEA_HI.wav,CREMA-D,1087,FEA,timeline aligned from vibration envelope
crema-014,44.196905,46.199458,distress,1087_IEO_FEA_LO.wav,CREMA-D,1087,FEA,timeline aligned from vibration envelope
crema-015,46.199458,48.702651,distress,1087_IEO_FEA_MD.wav,CREMA-D,1087,FEA,timeline aligned from vibration envelope
crema-016,48.702651,51.773250,exclude,1087_IEO_HAP_HI.wav,CREMA-D,1087,HAP,timeline aligned from vibration envelope
crema-017,51.773250,54.176289,exclude,1087_IEO_HAP_LO.wav,CREMA-D,1087,HAP,timeline aligned from vibration envelope
crema-018,54.176289,57.480515,exclude,1087_IEO_HAP_MD.wav,CREMA-D,1087,HAP,timeline aligned from vibration envelope
crema-019,57.480515,60.017093,calm,1087_IEO_NEU_XX.wav,CREMA-D,1087,NEU,timeline aligned from vibration envelope
crema-020,60.017093,63.087692,distress,1087_IEO_SAD_HI.wav,CREMA-D,1087,SAD,timeline aligned from vibration envelope
crema-021,63.087692,65.557500,distress,1087_IEO_SAD_LO.wav,CREMA-D,1087,SAD,timeline aligned from vibration envelope
crema-022,65.557500,68.394472,distress,1087_IEO_SAD_MD.wav,CREMA-D,1087,SAD,timeline aligned from vibration envelope
crema-023,68.394472,71.097906,distress,1087_IOM_ANG_XX.wav,CREMA-D,1087,ANG,timeline aligned from vibration envelope
crema-024,71.097906,73.634483,exclude,1087_IOM_DIS_XX.wav,CREMA-D,1087,DIS,timeline aligned from vibration envelope
crema-025,73.634483,75.503501,distress,1087_IOM_FEA_XX.wav,CREMA-D,1087,FEA,timeline aligned from vibration envelope
crema-026,75.503501,77.305811,exclude,1087_IOM_HAP_XX.wav,CREMA-D,1087,HAP,timeline aligned from vibration envelope
crema-027,77.305811,79.575376,calm,1087_IOM_NEU_XX.wav,CREMA-D,1087,NEU,timeline aligned from vibration envelope
crema-028,79.575376,81.411071,distress,1087_IOM_SAD_XX.wav,CREMA-D,1087,SAD,timeline aligned from vibration envelope
crema-029,81.411071,83.847495,distress,1087_ITH_ANG_XX.wav,CREMA-D,1087,ANG,timeline aligned from vibration envelope
crema-030,83.847495,86.183829,exclude,1087_ITH_DIS_XX.wav,CREMA-D,1087,DIS,timeline aligned from vibration envelope
crema-031,86.183829,88.353241,distress,1087_ITH_FEA_XX.wav,CREMA-D,1087,FEA,timeline aligned from vibration envelope
crema-032,88.353241,90.188936,exclude,1087_ITH_HAP_XX.wav,CREMA-D,1087,HAP,timeline aligned from vibration envelope
crema-033,90.188936,92.792281,calm,1087_ITH_NEU_XX.wav,CREMA-D,1087,NEU,timeline aligned from vibration envelope
crema-034,92.792281,95.061847,distress,1087_ITH_SAD_XX.wav,CREMA-D,1087,SAD,timeline aligned from vibration envelope
crema-035,95.061847,97.531655,distress,1087_ITS_ANG_XX.wav,CREMA-D,1087,ANG,timeline aligned from vibration envelope
crema-036,97.531655,100.668959,exclude,1087_ITS_DIS_XX.wav,CREMA-D,1087,DIS,timeline aligned from vibration envelope
crema-037,100.668959,102.804988,distress,1087_ITS_FEA_XX.wav,CREMA-D,1087,FEA,timeline aligned from vibration envelope
crema-038,102.804988,104.840926,exclude,1087_ITS_HAP_XX.wav,CREMA-D,1087,HAP,timeline aligned from vibration envelope
crema-039,104.840926,107.043723,calm,1087_ITS_NEU_XX.wav,CREMA-D,1087,NEU,timeline aligned from vibration envelope
crema-040,107.043723,109.747158,distress,1087_ITS_SAD_XX.wav,CREMA-D,1087,SAD,timeline aligned from vibration envelope
crema-041,109.747158,112.717605,distress,1087_IWL_ANG_XX.wav,CREMA-D,1087,ANG,timeline aligned from vibration envelope
crema-042,112.717605,115.988447,exclude,1087_IWL_DIS_XX.wav,CREMA-D,1087,DIS,timeline aligned from vibration envelope
crema-043,115.988447,118.992278,distress,1087_IWL_FEA_XX.wav,CREMA-D,1087,FEA,timeline aligned from vibration envelope
crema-044,118.992278,121.462085,exclude,1087_IWL_HAP_XX.wav,CREMA-D,1087,HAP,timeline aligned from vibration envelope
