event_id,start_s,end_s,label,source_clip_id,source_dataset,speaker_id,emotion,notes
crema-001,8.956448,10.925073,distress,1067_DFA_ANG_XX.wav,CREMA-D,1067,ANG,timeline aligned from vibration envelope
crema-002,10.925073,13.127261,exclude,1067_DFA_DIS_XX.wav,CREMA-D,1067,DIS,timeline aligned from vibration envelope
crema-003,13.127261,14.929073,distress,1067_DFA_FEA_XX.wav,CREMA-D,1067,FEA,timeline aligned from vibration envelope
crema-004,14.929073,16.931073,exclude,1067_DFA_HAP_XX.wav,CREMA-D,1067,HAP,timeline aligned from vibration envelope
crema-005,16.931073,19.033198,calm,1067_DFA_NEU_XX.wav,CREMA-D,1067,NEU,timeline aligned from vibration envelope
crema-006,19.033198,21.001823,distress,1067_DFA_SAD_XX.wav,CREMA-D,1067,SAD,timeline aligned from vibration envelope
crema-007,21.001823,25.139261,distress,1067_IEO_ANG_HI.wav,CREMA-D,1067,ANG,timeline aligned from vibration envelope
crema-008,25.139261,27.208010,distress,1067_IEO_ANG_LO.wav,CREMA-D,1067,ANG,timeline aligned from vibration envelope
crema-009,27.208010,29.910698,distress,1067_IEO_ANG_MD.wav,CREMA-D,1067,ANG,timeline aligned from vibration envelope
crema-010,29.910698,32.413198,exclude,1067_IEO_DIS_HI.wav,CREMA-D,1067,DIS,timeline aligned from vibration envelope
crema-011,32.413198,35.249386,exclude,1067_IEO_DIS_LO.wav,CREMA-D,1067,DIS,timeline aligned from vibration envelope
crema-012,35.249386,38.118948,exclude,1067_IEO_DIS_MD.wav,CREMA-D,1067,DIS,timeline aligned from vibration envelope
crema-013,38.118948,40.588073,distress,1067_IEO_FEA_HI.wav,CREMA-D,1067,FEA,timeline aligned from vibration envelope
crema-014,40.588073,43.424261,distress,1067_IEO_FEA_LO.wav,CREMA-D,1067,FEA,timeline aligned from vibration envelope
crema-015,43.424261,46.594073,distress,1067_IEO_FEA_MD.wav,CREMA-D,1067,FEA,timeline aligned from vibration envelope
crema-016,46.594073,48.629448,exclude,1067_IEO_HAP_HI.wav,CREMA-D,1067,HAP,timeline aligned from vibration envelope
crema-017,48.629448,50.631448,exclude,1067_IEO_HAP_LO.wav,CREMA-D,1067,HAP,timeline aligned from vibration envelope
crema-018,50.631448,53.334136,exclude,1067_IEO_HAP_MD.wav,CREMA-D,1067,HAP,timeline aligned from vibration envelope
crema-019,53.334136,55.202698,calm,1067_IEO_NEU_XX.wav,CREMA-D,1067,NEU,timeline aligned from vibration envelope
crema-020,55.202698,58.138948,distress,1067_IEO_SAD_HI.wav,CREMA-D,1067,SAD,timeline aligned from vibration envelope
crema-021,58.138948,61.075198,distress,1067_IEO_SAD_LO.wav,CREMA-D,1067,SAD,timeline aligned from vibration envelope
crema-022,61.075198,63.844636,distress,1067_IEO_SAD_MD.wav,CREMA-D,1067,SAD,timeline aligned from vibration envelope
crema-023,63.844636,66.847636,distress,1067_IOM_ANG_XX.wav,CREMA-D,1067,ANG,timeline aligned from vibration envelope
crema-024,66.847636,71.619073,exclude,1067_IOM_DIS_XX.wav,CREMA-D,1067,DIS,timeline aligned from vibration envelope
crema-025,71.619073,74.421885,distress,1067_IOM_FEA_XX.wav,CREMA-D,1067,FEA,timeline aligned from vibration envelope
crema-026,74.421885,76.924386,exclude,1067_IOM_HAP_XX.wav,CREMA-D,1067,HAP,timeline aligned from vibration envelope
crema-027,76.924386,79.126573,calm,1067_IOM_NEU_XX.wav,CREMA-D,1067,NEU,timeline aligned from vibration envelope
crema-028,79.126573,81.629073,distress,1067_IOM_SAD_XX.wav,CREMA-D,1067,SAD,timeline aligned from vibration envelope
crema-029,81.629073,84.698823,distress,1067_ITH_ANG_XX.wav,CREMA-D,1067,ANG,timeline aligned from vibration envelope
crema-030,84.698823,88.002135,exclude,1067_ITH_DIS_XX.wav,CREMA-D,1067,DIS,timeline aligned from vibration envelope
crema-031,88.002135,90.170948,distress,1067_ITH_FEA_XX.wav,CREMA-D,1067,FEA,timeline aligned from vibration envelope
crema-032,90.170948,92.573323,exclude,1067_ITH_HAP_XX.wav,CREMA-D,1067,HAP,timeline aligned from vibration envelope
crema-033,92.573323,94.775511,calm,1067_ITH_NEU_XX.wav,CREMA-D,1067,NEU,timeline aligned from vibration envelope
crema-034,94.775511,97.411448,distress,1067_ITH_SAD_XX.wav,CREMA-D,1067,SAD,timeline aligned from vibration envelope
crema-035,97.411448,99.546885,distress,1067_ITS_ANG_XX.wav,CREMA-D,1067,ANG,timeline aligned from vibration envelope
crema-036,99.546885,102.950261,exclude,1067_ITS_DIS_XX.wav,CREMA-D,1067,DIS,timeline aligned from vibration envelope
crema-037,102.950261,106.020011,distress,1067_ITS_FEA_XX.wav,CREMA-D,1067,FEA,timeline aligned from vibration envelope
crema-038,106.020011,109.990636,exclude,1067_ITS_HAP_XX.wav,CREMA-D,1067,HAP,timeline aligned from vibration envelope
crema-039,109.990636,111.925885,calm,1067_ITS_NEU_XX.wav,CREMA-D,1067,NEU,timeline aligned from vibration envelope
crema-040,111.925885,115.029011,distress,1067_ITS_SAD_XX.wav,CREMA-D,1067,SAD,timeline aligned from vibration envelope
crema-041,115.029011,119.833823,distress,1067_IWL_ANG_XX.wav,CREMA-D,1067,ANG,timeline aligned from vibration envelope
crema-042,119.833823,122.703323,exclude,1067_IWL_DIS_XX.wav,CREMA-D,1067,DIS,timeline aligned from vibration envelope
crema-043,122.703323,125.339260,distress,1067_IWL_FEA_XX.wav,CREMA-D,1067,FEA,timeline aligned from vibration envelope
crema-044,125.339260,127.574823,exclude,1067_IWL_HAP_XX.wav,CREMA-D,1067,HAP,timeline aligned from vibration envelope
crema-045,127.574823,129.777010,calm,1067_IWL_NEU_XX.wav,CREMA-D,1067,NEU,timeline aligned from vibration envelope
crema-046,129.777010,132.513073,distress,1067_IWL_SAD_XX.wav,CREMA-D,1067,SAD,timeline aligned from vibration envelope
crema-047,132.513073,134.548448,distress,1067_IWW_ANG_XX.wav,CREMA-D,1067,ANG,timeline aligned from vibration envelope
crema-048,134.548448,137.084323,exclude,1067_IWW_DIS_XX.wav,CREMA-D,1067,DIS,timeline aligned from vibration envelope
crema-049,137.084323,139.620198,distress,1067_IWW_FEA_XX.wav,CREMA-D,1067,FEA,timeline aligned from vibration envelope
crema-050,139.620198,142.122698,exclude,1067_IWW_HAP_XX.wav,CREMA-D,1067,HAP,timeline aligned from vibration envelope
crema-051,142.122698,144.725323,calm,1067_IWW_NEU_XX.wav,CREMA-D,1067,NEU,timeline aligned from vibration envelope
crema-052,144.725323,148.462385,distress,1067_IWW_SAD_XX.wav,CREMA-D,1067,SAD,timeline aligned from vibration envelope
crema-053,148.462385,150.831385,distress,1067_MTI_ANG_XX.wav,CREMA-D,1067,ANG,timeline aligned from vibration envelope
crema-054,150.831385,153.300511,exclude,1067_MTI_DIS_XX.wav,CREMA-D,1067,DIS,timeline aligned from vibration envelope
crema-055,153.300511,155.536073,distress,1067_MTI_FEA_XX.wav,CREMA-D,1067,FEA,timeline aligned from vibration envelope
crema-056,155.536073,158.405573,exclude,1067_MTI_HAP_XX.wav,CREMA-D,1067,HAP,timeline aligned from vibration envelope
crema-057,158.405573,160.974823,calm,1067_MTI_NEU_XX.wav,CREMA-D,1067,NEU,timeline aligned from vibration envelope
crema-058,160.974823,164.178011,distress,1067_MTI_SAD_XX.wav,CREMA-D,1067,SAD,timeline aligned from vibration envelope
crema-059,164.178011,168.315448,distress,1067_TAI_ANG_XX.wav,CREMA-D,1067,ANG,timeline aligned from vibration envelope
crema-060,168.315448,171.685448,exclude,1067_TAI_DIS_XX.wav,CREMA-D,1067,DIS,timeline aligned from vibration envelope
crema-061,171.685448,174.454885,distress,1067_TAI_FEA_XX.wav,CREMA-D,1067,FEA,timeline aligned from vibration envelope
crema-062,174.454885,176.924011,exclude,1067_TAI_HAP_XX.wav,CREMA-D,1067,HAP,timeline aligned from vibration envelope
crema-063,176.924011,179.192948,calm,1067_TAI_NEU_XX.wav,CREMA-D,1067,NEU,timeline aligned from vibration envelope
crema-064,179.192948,182.029136,distress,1067_TAI_SAD_XX.wav,CREMA-D,1067,SAD,timeline aligned from vibration envelope
crema-065,182.029136,185.032135,distress,1067_TIE_ANG_XX.wav,CREMA-D,1067,ANG,timeline aligned from vibration envelope
crema-066,185.032135,187.634761,exclude,1067_TIE_DIS_XX.wav,CREMA-D,1067,DIS,timeline aligned from vibration envelope
crema-067,187.634761,189.910323,distress,1067_TIE_FEA_XX.wav,CREMA-D,1067,FEA,timeline aligned from vibration envelope
crema-068,189.910323,192.212636,exclude,1067_TIE_HAP_XX.wav,CREMA-D,1067,HAP,timeline aligned from vibration envelope
crema-069,192.212636,194.548323,calm,1067_TIE_NEU_XX.wav,CREMA-D,1067,NEU,timeline aligned from vibration envelope
crema-070,194.548323,197.117573,distress,1067_TIE_SAD_XX.wav,CREMA-D,1067,SAD,timeline aligned from vibration envelope
crema-071,197.117573,199.119573,distress,1067_TSI_ANG_XX.wav,CREMA-D,1067,ANG,timeline aligned from vibration envelope
crema-072,199.119573,201.655448,exclude,1067_TSI_DIS_XX.wav,CREMA-D,1067,DIS,timeline aligned from vibration envelope
crema-073,201.655448,203.924386,distress,1067_TSI_FEA_XX.wav,CREMA-D,1067,FEA,timeline aligned from vibration envelope
crema-074,203.924386,206.199948,exclude,1067_TSI_HAP_XX.wav,CREMA-D,1067,HAP,timeline aligned from vibration envelope
crema-075,206.199948,207.768198,calm,1067_TSI_NEU_XX.wav,CREMA-D,1067,NEU,timeline aligned from vibration envelope
crema-076,207.768198,210.270698,distress,1067_TSI_SAD_XX.wav,CREMA-D,1067,SAD,timeline aligned from vibration envelope
crema-077,210.270698,213.507261,distress,1067_WSI_ANG_XX.wav,CREMA-D,1067,ANG,timeline aligned from vibration envelope
crema-078,213.507261,216.443511,exclude,1067_WSI_DIS_XX.wav,CREMA-D,1067,DIS,timeline aligned from vibration envelope
crema-079,216.443511,218.578948,distress,1067_WSI_FEA_XX.wav,CREMA-D,1067,FEA,timeline aligned from vibration envelope
crema-080,218.578948,221.315011,exclude,1067_WSI_HAP_XX.wav,CREMA-D,1067,HAP,timeline aligned from vibration envelope
crema-081,221.315011,223.750760,calm,1067_WSI_NEU_XX.wav,CREMA-D,1067,NEU,timeline aligned from vibration envelope
crema-082,223.750760,226.219886,distress,1067_WSI_SAD_XX.wav,CREMA-D,1067,SAD,timeline aligned from vibration envelope
