session_id,node_id,boot_id,chunk_index,relative_path,start_sample_index,sample_count,valid_sample_count,missing_sample_count,valid_mask_path,sample_rate_hz,duration_s,label,room_id,surface_type,distance_m,source_id,split_group_id,packets_received,packets_lost,packets_duplicate_or_old,temperature_mean_c,sha256
vib_1050,1,3612849267,0,node-0001/boot-d757b473/vibration_000000.npy,47515136,80000,80000,0,node-0001/boot-d757b473/valid_000000.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,313,0,0,31.779,9d8d10adc035c02c11330dc4c70b7a73b0bcd9bf863514323d3b83457aaad45b
vib_1050,1,3612849267,1,node-0001/boot-d757b473/vibration_000001.npy,47595136,80000,80000,0,node-0001/boot-d757b473/valid_000001.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,312,0,0,31.780,de5d8dca50dc80f60c3c656bac0461e752b411d2f6cc3a7cd6ef336c67c6b241
vib_1050,1,3612849267,2,node-0001/boot-d757b473/vibration_000002.npy,47675136,80000,80000,0,node-0001/boot-d757b473/valid_000002.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,313,0,0,31.778,1b88b9760554cd6f2978e2b31018841f6db85a92a19aac6200c61bd81e3ff512
vib_1050,1,3612849267,3,node-0001/boot-d757b473/vibration_000003.npy,47755136,80000,80000,0,node-0001/boot-d757b473/valid_000003.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,312,0,0,31.774,2f6645d08669323322a7fcd4f86ddea632189ffc449b5c8b34a332370e8da7c1
vib_1050,1,3612849267,4,node-0001/boot-d757b473/vibration_000004.npy,47835136,80000,80000,0,node-0001/boot-d757b473/valid_000004.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,313,0,0,31.779,46b99d5190ae52f6fd5ec4b6c737d70fc51648fed7b3ca9e32004c56e83fb420
vib_1050,1,3612849267,5,node-0001/boot-d757b473/vibration_000005.npy,47915136,80000,80000,0,node-0001/boot-d757b473/valid_000005.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,312,0,0,31.772,bfdcac03cef6933da3f48d14d3648ab0c1f231fc37ec7fcc4aa2fab582317494
vib_1050,1,3612849267,6,node-0001/boot-d757b473/vibration_000006.npy,47995136,80000,80000,0,node-0001/boot-d757b473/valid_000006.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,313,0,0,31.770,b487aca67c252c9a7778663eabc594d23d265eed68e21a8c629e27002145f908
vib_1050,1,3612849267,7,node-0001/boot-d757b473/vibration_000007.npy,48075136,80000,80000,0,node-0001/boot-d757b473/valid_000007.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,312,0,0,31.774,2f7c2e89f35b65a7305eea16b96b11ca40b528ca1d220f988503cf49aec35bf8
vib_1050,1,3612849267,8,node-0001/boot-d757b473/vibration_000008.npy,48155136,80000,80000,0,node-0001/boot-d757b473/valid_000008.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,313,0,0,31.780,61d0384d433537c7f6562aa373491b4ab7d4a415ee5f7511bc518addf77eb204
vib_1050,1,3612849267,9,node-0001/boot-d757b473/vibration_000009.npy,48235136,80000,80000,0,node-0001/boot-d757b473/valid_000009.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,312,0,0,31.780,7ddc771c4b6ff09a39ef23f9f2a004ff56832dbb597fd1b99668f647a4b8eaaa
vib_1050,1,3612849267,10,node-0001/boot-d757b473/vibration_000010.npy,48315136,80000,80000,0,node-0001/boot-d757b473/valid_000010.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,313,0,0,31.782,37478ae7416a69fae90669ce346c98d8191068f0040ad4196d7220726a4255b0
vib_1050,1,3612849267,11,node-0001/boot-d757b473/vibration_000011.npy,48395136,80000,80000,0,node-0001/boot-d757b473/valid_000011.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,312,0,0,31.781,1f3b241cb4f8426f5514984c2b102f2c7beaa300922dde82dc7fddacf5995a70
vib_1050,1,3612849267,12,node-0001/boot-d757b473/vibration_000012.npy,48475136,80000,80000,0,node-0001/boot-d757b473/valid_000012.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,313,0,0,31.781,b5c323b03c4bf6ffb2333af18fd2a2e594f7cd027cb52487c2e4edb07eb19690
vib_1050,1,3612849267,13,node-0001/boot-d757b473/vibration_000013.npy,48555136,80000,80000,0,node-0001/boot-d757b473/valid_000013.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,312,0,0,31.782,d9695aa74a0e050eb79ebdd83c68fcd4cd630023bfd67f1d036b99f0f3817bba
vib_1050,1,3612849267,14,node-0001/boot-d757b473/vibration_000014.npy,48635136,80000,80000,0,node-0001/boot-d757b473/valid_000014.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,313,0,0,31.781,e13bad7661fb305e2e8d489602b7f98c1e5cf2b046bfaba96a374bf967ca09b4
vib_1050,1,3612849267,15,node-0001/boot-d757b473/vibration_000015.npy,48715136,80000,80000,0,node-0001/boot-d757b473/valid_000015.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,312,0,0,31.784,5a36d2f9f758605a5ba22035d1ebdd0c5d7d7310c75e114e140ffa534941d63d
vib_1050,1,3612849267,16,node-0001/boot-d757b473/vibration_000016.npy,48795136,80000,80000,0,node-0001/boot-d757b473/valid_000016.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,313,0,0,31.786,9a1dacd94b36f92541c14c2c551f72bae572750c30eb7539d9e58ede8c7f4ec9
vib_1050,1,3612849267,17,node-0001/boot-d757b473/vibration_000017.npy,48875136,80000,80000,0,node-0001/boot-d757b473/valid_000017.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,312,0,0,31.790,ec59e8977f9033fb7520674f90d5fb0472965b6e496612a4a9d93992b828ec0b
vib_1050,1,3612849267,18,node-0001/boot-d757b473/vibration_000018.npy,48955136,80000,80000,0,node-0001/boot-d757b473/valid_000018.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,313,0,0,31.789,74a3d6441e9264e89d8945f655637973f6a6fd4e92efc3b843936605225dc03d
vib_1050,1,3612849267,19,node-0001/boot-d757b473/vibration_000019.npy,49035136,80000,80000,0,node-0001/boot-d757b473/valid_000019.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,312,0,0,31.786,8f363c5ed0e7f1df5e3b2157b411bed16b19b2b8aecc58785ec1f6e4e35ba4a3
vib_1050,1,3612849267,20,node-0001/boot-d757b473/vibration_000020.npy,49115136,80000,80000,0,node-0001/boot-d757b473/valid_000020.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,313,0,0,31.786,435ba744c9391bfb77cc07d15360fc40c20711f8d2da81bb26b159350f791de4
vib_1050,1,3612849267,21,node-0001/boot-d757b473/vibration_000021.npy,49195136,80000,80000,0,node-0001/boot-d757b473/valid_000021.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,312,0,0,31.789,9925a4a1ed0616af675f93885d84b423acc56331cb85fc9b80a40028442992ec
vib_1050,1,3612849267,22,node-0001/boot-d757b473/vibration_000022.npy,49275136,80000,80000,0,node-0001/boot-d757b473/valid_000022.npy,8000,10.000000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,313,0,0,31.785,9b63bc51fe4c568343e7dfb628c830a3402b39faff39dfb88ec0acc6a573cb31
vib_1050,1,3612849267,23,node-0001/boot-d757b473/vibration_000023.npy,49355136,13440,13440,0,node-0001/boot-d757b473/valid_000023.npy,8000,1.680000,mixed,test-room,hardwood-floor,0.05,crema-d_actor_1050,crema-d_actor_1050,52,0,0,31.780,6656a9cce718e7480dac504bc77917df9ee534a5a9fb5f9ad521cf25948e9449
