event_id,start_s,end_s,label,source_clip_id,source_dataset,speaker_id,emotion,notes
crema-001,10.286024,12.788524,distress,1050_DFA_ANG_XX.wav,CREMA-D,1050,ANG,timeline aligned from vibration envelope
crema-002,12.788524,16.325399,exclude,1050_DFA_DIS_XX.wav,CREMA-D,1050,DIS,timeline aligned from vibration envelope
crema-003,16.325399,19.295024,distress,1050_DFA_FEA_XX.wav,CREMA-D,1050,FEA,timeline aligned from vibration envelope
crema-004,19.295024,21.630711,exclude,1050_DFA_HAP_XX.wav,CREMA-D,1050,HAP,timeline aligned from vibration envelope
crema-005,21.630711,23.499274,calm,1050_DFA_NEU_XX.wav,CREMA-D,1050,NEU,timeline aligned from vibration envelope
crema-006,23.499274,26.201962,distress,1050_DFA_SAD_XX.wav,CREMA-D,1050,SAD,timeline aligned from vibration envelope
crema-007,26.201962,28.570962,distress,1050_IEO_ANG_HI.wav,CREMA-D,1050,ANG,timeline aligned from vibration envelope
crema-008,28.570962,30.172587,distress,1050_IEO_ANG_LO.wav,CREMA-D,1050,ANG,timeline aligned from vibration envelope
crema-009,30.172587,31.974399,distress,1050_IEO_ANG_MD.wav,CREMA-D,1050,ANG,timeline aligned from vibration envelope
crema-010,31.974399,33.976399,exclude,1050_IEO_DIS_HI.wav,CREMA-D,1050,DIS,timeline aligned from vibration envelope
crema-011,33.976399,35.911649,exclude,1050_IEO_DIS_LO.wav,CREMA-D,1050,DIS,timeline aligned from vibration envelope
crema-012,35.911649,38.080462,exclude,1050_IEO_DIS_MD.wav,CREMA-D,1050,DIS,timeline aligned from vibration envelope
crema-013,38.080462,40.649712,distress,1050_IEO_FEA_HI.wav,CREMA-D,1050,FEA,timeline aligned from vibration envelope
crema-014,40.649712,42.925274,distress,1050_IEO_FEA_LO.wav,CREMA-D,1050,FEA,timeline aligned from vibration envelope
crema-015,42.925274,44.994024,distress,1050_IEO_FEA_MD.wav,CREMA-D,1050,FEA,timeline aligned from vibration envelope
crema-016,44.994024,46.929274,exclude,1050_IEO_HAP_HI.wav,CREMA-D,1050,HAP,timeline aligned from vibration envelope
crema-017,46.929274,48.764461,exclude,1050_IEO_HAP_LO.wav,CREMA-D,1050,HAP,timeline aligned from vibration envelope
crema-018,48.764461,50.799837,exclude,1050_IEO_HAP_MD.wav,CREMA-D,1050,HAP,timeline aligned from vibration envelope
crema-019,50.799837,52.868587,calm,1050_IEO_NEU_XX.wav,CREMA-D,1050,NEU,timeline aligned from vibration envelope
crema-020,52.868587,55.404461,distress,1050_IEO_SAD_HI.wav,CREMA-D,1050,SAD,timeline aligned from vibration envelope
crema-021,55.404461,57.439837,distress,1050_IEO_SAD_LO.wav,CREMA-D,1050,SAD,timeline aligned from vibration envelope
crema-022,57.439837,59.575274,distress,1050_IEO_SAD_MD.wav,CREMA-D,1050,SAD,timeline aligned from vibration envelope
crema-023,59.575274,62.544899,distress,1050_IOM_ANG_XX.wav,CREMA-D,1050,ANG,timeline aligned from vibration envelope
crema-024,62.544899,65.214211,exclude,1050_IOM_DIS_XX.wav,CREMA-D,1050,DIS,timeline aligned from vibration envelope
crema-025,65.214211,67.316337,distress,1050_IOM_FEA_XX.wav,CREMA-D,1050,FEA,timeline aligned from vibration envelope
crema-026,67.316337,69.385087,exclude,1050_IOM_HAP_XX.wav,CREMA-D,1050,HAP,timeline aligned from vibration envelope
crema-027,69.385087,71.253649,calm,1050_IOM_NEU_XX.wav,CREMA-D,1050,NEU,timeline aligned from vibration envelope
crema-028,71.253649,73.289024,distress,1050_IOM_SAD_XX.wav,CREMA-D,1050,SAD,timeline aligned from vibration envelope
crema-029,73.289024,76.091837,distress,1050_ITH_ANG_XX.wav,CREMA-D,1050,ANG,timeline aligned from vibration envelope
crema-030,76.091837,80.129211,exclude,1050_ITH_DIS_XX.wav,CREMA-D,1050,DIS,timeline aligned from vibration envelope
crema-031,80.129211,83.565962,distress,1050_ITH_FEA_XX.wav,CREMA-D,1050,FEA,timeline aligned from vibration envelope
crema-032,83.565962,86.568962,exclude,1050_ITH_HAP_XX.wav,CREMA-D,1050,HAP,timeline aligned from vibration envelope
crema-033,86.568962,88.871274,calm,1050_ITH_NEU_XX.wav,CREMA-D,1050,NEU,timeline aligned from vibration envelope
crema-034,88.871274,91.540587,distress,1050_ITH_SAD_XX.wav,CREMA-D,1050,SAD,timeline aligned from vibration envelope
crema-035,91.540587,94.410149,distress,1050_ITS_ANG_XX.wav,CREMA-D,1050,ANG,timeline aligned from vibration envelope
crema-036,94.410149,97.742899,exclude,1050_ITS_DIS_XX.wav,CREMA-D,1050,DIS,timeline aligned from vibration envelope
crema-037,97.742899,100.979462,distress,1050_ITS_FEA_XX.wav,CREMA-D,1050,FEA,timeline aligned from vibration envelope
crema-038,100.979462,104.182649,exclude,1050_ITS_HAP_XX.wav,CREMA-D,1050,HAP,timeline aligned from vibration envelope
crema-039,104.182649,106.017837,calm,1050_ITS_NEU_XX.wav,CREMA-D,1050,NEU,timeline aligned from vibration envelope
crema-040,106.017837,108.553711,distress,1050_ITS_SAD_XX.wav,CREMA-D,1050,SAD,timeline aligned from vibration envelope
crema-041,108.553711,111.323149,distress,1050_IWL_ANG_XX.wav,CREMA-D,1050,ANG,timeline aligned from vibration envelope
crema-042,111.323149,114.893399,exclude,1050_IWL_DIS_XX.wav,CREMA-D,1050,DIS,timeline aligned from vibration envelope
crema-043,114.893399,118.063211,distress,1050_IWL_FEA_XX.wav,CREMA-D,1050,FEA,timeline aligned from vibration envelope
crema-044,118.063211,120.665836,exclude,1050_IWL_HAP_XX.wav,CREMA-D,1050,HAP,timeline aligned from vibration envelope
crema-045,120.665836,123.134962,calm,1050_IWL_NEU_XX.wav,CREMA-D,1050,NEU,timeline aligned from vibration envelope
crema-046,123.134962,126.137962,distress,1050_IWL_SAD_XX.wav,CREMA-D,1050,SAD,timeline aligned from vibration envelope
crema-047,126.137962,128.507024,distress,1050_IWW_ANG_XX.wav,CREMA-D,1050,ANG,timeline aligned from vibration envelope
crema-048,128.507024,131.409899,exclude,1050_IWW_DIS_XX.wav,CREMA-D,1050,DIS,timeline aligned from vibration envelope
crema-049,131.409899,134.412899,distress,1050_IWW_FEA_XX.wav,CREMA-D,1050,FEA,timeline aligned from vibration envelope
crema-050,134.412899,137.015524,exclude,1050_IWW_HAP_XX.wav,CREMA-D,1050,HAP,timeline aligned from vibration envelope
crema-051,137.015524,138.950774,calm,1050_IWW_NEU_XX.wav,CREMA-D,1050,NEU,timeline aligned from vibration envelope
crema-052,138.950774,141.119586,distress,1050_IWW_SAD_XX.wav,CREMA-D,1050,SAD,timeline aligned from vibration envelope
crema-053,141.119586,144.022461,distress,1050_MTI_ANG_XX.wav,CREMA-D,1050,ANG,timeline aligned from vibration envelope
crema-054,144.022461,147.859649,exclude,1050_MTI_DIS_XX.wav,CREMA-D,1050,DIS,timeline aligned from vibration envelope
crema-055,147.859649,150.395524,distress,1050_MTI_FEA_XX.wav,CREMA-D,1050,FEA,timeline aligned from vibration envelope
crema-056,150.395524,152.864649,exclude,1050_MTI_HAP_XX.wav,CREMA-D,1050,HAP,timeline aligned from vibration envelope
crema-057,152.864649,155.433899,calm,1050_MTI_NEU_XX.wav,CREMA-D,1050,NEU,timeline aligned from vibration envelope
crema-058,155.433899,158.470274,distress,1050_MTI_SAD_XX.wav,CREMA-D,1050,SAD,timeline aligned from vibration envelope
crema-059,158.470274,161.039524,distress,1050_TAI_ANG_XX.wav,CREMA-D,1050,ANG,timeline aligned from vibration envelope
crema-060,161.039524,164.609774,exclude,1050_TAI_DIS_XX.wav,CREMA-D,1050,DIS,timeline aligned from vibration envelope
crema-061,164.609774,167.412587,distress,1050_TAI_FEA_XX.wav,CREMA-D,1050,FEA,timeline aligned from vibration envelope
crema-062,167.412587,169.414586,exclude,1050_TAI_HAP_XX.wav,CREMA-D,1050,HAP,timeline aligned from vibration envelope
crema-063,169.414586,171.316462,calm,1050_TAI_NEU_XX.wav,CREMA-D,1050,NEU,timeline aligned from vibration envelope
crema-064,171.316462,173.852337,distress,1050_TAI_SAD_XX.wav,CREMA-D,1050,SAD,timeline aligned from vibration envelope
crema-065,173.852337,176.388212,distress,1050_TIE_ANG_XX.wav,CREMA-D,1050,ANG,timeline aligned from vibration envelope
crema-066,176.388212,179.824962,exclude,1050_TIE_DIS_XX.wav,CREMA-D,1050,DIS,timeline aligned from vibration envelope
crema-067,179.824962,182.294086,distress,1050_TIE_FEA_XX.wav,CREMA-D,1050,FEA,timeline aligned from vibration envelope
crema-068,182.294086,185.096899,exclude,1050_TIE_HAP_XX.wav,CREMA-D,1050,HAP,timeline aligned from vibration envelope
crema-069,185.096899,187.933087,calm,1050_TIE_NEU_XX.wav,CREMA-D,1050,NEU,timeline aligned from vibration envelope
crema-070,187.933087,190.802586,distress,1050_TIE_SAD_XX.wav,CREMA-D,1050,SAD,timeline aligned from vibration envelope
crema-071,190.802586,192.938024,distress,1050_TSI_ANG_XX.wav,CREMA-D,1050,ANG,timeline aligned from vibration envelope
crema-072,192.938024,196.908649,exclude,1050_TSI_DIS_XX.wav,CREMA-D,1050,DIS,timeline aligned from vibration envelope
crema-073,196.908649,200.011774,distress,1050_TSI_FEA_XX.wav,CREMA-D,1050,FEA,timeline aligned from vibration envelope
crema-074,200.011774,202.681086,exclude,1050_TSI_HAP_XX.wav,CREMA-D,1050,HAP,timeline aligned from vibration envelope
crema-075,202.681086,204.482899,calm,1050_TSI_NEU_XX.wav,CREMA-D,1050,NEU,timeline aligned from vibration envelope
crema-076,204.482899,207.652712,distress,1050_TSI_SAD_XX.wav,CREMA-D,1050,SAD,timeline aligned from vibration envelope
crema-077,207.652712,210.255337,distress,1050_WSI_ANG_XX.wav,CREMA-D,1050,ANG,timeline aligned from vibration envelope
crema-078,210.255337,214.559649,exclude,1050_WSI_DIS_XX.wav,CREMA-D,1050,DIS,timeline aligned from vibration envelope
crema-079,214.559649,217.696087,distress,1050_WSI_FEA_XX.wav,CREMA-D,1050,FEA,timeline aligned from vibration envelope
crema-080,217.696087,220.532274,exclude,1050_WSI_HAP_XX.wav,CREMA-D,1050,HAP,timeline aligned from vibration envelope
crema-081,220.532274,222.667711,calm,1050_WSI_NEU_XX.wav,CREMA-D,1050,NEU,timeline aligned from vibration envelope
