event_id,start_s,end_s,label,source_clip_id,source_dataset,speaker_id,emotion,notes
crema-001,8.000000,10.002000,distress,1016_DFA_ANG_XX.wav,CREMA-D,1016,ANG,timeline offset 8 s
crema-002,10.002000,12.404375,exclude,1016_DFA_DIS_XX.wav,CREMA-D,1016,DIS,timeline offset 8 s
crema-003,12.404375,14.873500,distress,1016_DFA_FEA_XX.wav,CREMA-D,1016,FEA,timeline offset 8 s
crema-004,14.873500,16.775375,exclude,1016_DFA_HAP_XX.wav,CREMA-D,1016,HAP,timeline offset 8 s
crema-005,16.775375,18.710625,calm,1016_DFA_NEU_XX.wav,CREMA-D,1016,NEU,timeline offset 8 s
crema-006,18.710625,21.079625,distress,1016_DFA_SAD_XX.wav,CREMA-D,1016,SAD,timeline offset 8 s
crema-007,21.079625,23.815687,distress,1016_IEO_ANG_HI.wav,CREMA-D,1016,ANG,timeline offset 8 s
crema-008,23.815687,26.118000,distress,1016_IEO_ANG_LO.wav,CREMA-D,1016,ANG,timeline offset 8 s
crema-009,26.118000,28.386937,distress,1016_IEO_ANG_MD.wav,CREMA-D,1016,ANG,timeline offset 8 s
crema-010,28.386937,31.256438,exclude,1016_IEO_DIS_HI.wav,CREMA-D,1016,DIS,timeline offset 8 s
crema-011,31.256438,33.758937,exclude,1016_IEO_DIS_LO.wav,CREMA-D,1016,DIS,timeline offset 8 s
crema-012,33.758937,36.394875,exclude,1016_IEO_DIS_MD.wav,CREMA-D,1016,DIS,timeline offset 8 s
crema-013,36.394875,38.897375,distress,1016_IEO_FEA_HI.wav,CREMA-D,1016,FEA,timeline offset 8 s
crema-014,38.897375,41.233063,distress,1016_IEO_FEA_LO.wav,CREMA-D,1016,FEA,timeline offset 8 s
crema-015,41.233063,44.135937,distress,1016_IEO_FEA_MD.wav,CREMA-D,1016,FEA,timeline offset 8 s
crema-016,44.135937,46.571688,exclude,1016_IEO_HAP_HI.wav,CREMA-D,1016,HAP,timeline offset 8 s
crema-017,46.571688,48.673812,exclude,1016_IEO_HAP_LO.wav,CREMA-D,1016,HAP,timeline offset 8 s
crema-018,48.673812,50.709187,exclude,1016_IEO_HAP_MD.wav,CREMA-D,1016,HAP,timeline offset 8 s
crema-019,50.709187,52.444250,calm,1016_IEO_NEU_XX.wav,CREMA-D,1016,NEU,timeline offset 8 s
crema-020,52.444250,56.114562,distress,1016_IEO_SAD_HI.wav,CREMA-D,1016,SAD,timeline offset 8 s
crema-021,56.114562,58.450250,distress,1016_IEO_SAD_LO.wav,CREMA-D,1016,SAD,timeline offset 8 s
crema-022,58.450250,61.286437,distress,1016_IEO_SAD_MD.wav,CREMA-D,1016,SAD,timeline offset 8 s
crema-023,61.286437,63.455250,distress,1016_IOM_ANG_XX.wav,CREMA-D,1016,ANG,timeline offset 8 s
crema-024,63.455250,66.491625,exclude,1016_IOM_DIS_XX.wav,CREMA-D,1016,DIS,timeline offset 8 s
crema-025,66.491625,68.767187,distress,1016_IOM_FEA_XX.wav,CREMA-D,1016,FEA,timeline offset 8 s
crema-026,68.767187,70.969375,exclude,1016_IOM_HAP_XX.wav,CREMA-D,1016,HAP,timeline offset 8 s
crema-027,70.969375,73.104812,calm,1016_IOM_NEU_XX.wav,CREMA-D,1016,NEU,timeline offset 8 s
crema-028,73.104812,75.240250,distress,1016_IOM_SAD_XX.wav,CREMA-D,1016,SAD,timeline offset 8 s
crema-029,75.240250,78.176500,distress,1016_ITH_ANG_XX.wav,CREMA-D,1016,ANG,timeline offset 8 s
crema-030,78.176500,81.346312,exclude,1016_ITH_DIS_XX.wav,CREMA-D,1016,DIS,timeline offset 8 s
crema-031,81.346312,84.315938,distress,1016_ITH_FEA_XX.wav,CREMA-D,1016,FEA,timeline offset 8 s
crema-032,84.315938,86.718312,exclude,1016_ITH_HAP_XX.wav,CREMA-D,1016,HAP,timeline offset 8 s
crema-033,86.718312,89.287563,calm,1016_ITH_NEU_XX.wav,CREMA-D,1016,NEU,timeline offset 8 s
crema-034,89.287563,92.724312,distress,1016_ITH_SAD_XX.wav,CREMA-D,1016,SAD,timeline offset 8 s
crema-035,92.724312,95.126688,distress,1016_ITS_ANG_XX.wav,CREMA-D,1016,ANG,timeline offset 8 s
crema-036,95.126688,98.163062,exclude,1016_ITS_DIS_XX.wav,CREMA-D,1016,DIS,timeline offset 8 s
crema-037,98.163062,100.865750,distress,1016_ITS_FEA_XX.wav,CREMA-D,1016,FEA,timeline offset 8 s
crema-038,100.865750,103.468375,exclude,1016_ITS_HAP_XX.wav,CREMA-D,1016,HAP,timeline offset 8 s
crema-039,103.468375,105.503750,calm,1016_ITS_NEU_XX.wav,CREMA-D,1016,NEU,timeline offset 8 s
crema-040,105.503750,108.873750,distress,1016_ITS_SAD_XX.wav,CREMA-D,1016,SAD,timeline offset 8 s
crema-041,108.873750,111.876750,distress,1016_IWL_ANG_XX.wav,CREMA-D,1016,ANG,timeline offset 8 s
crema-042,111.876750,115.647188,exclude,1016_IWL_DIS_XX.wav,CREMA-D,1016,DIS,timeline offset 8 s
crema-043,115.647188,119.851375,distress,1016_IWL_FEA_XX.wav,CREMA-D,1016,FEA,timeline offset 8 s
crema-044,119.851375,123.054563,exclude,1016_IWL_HAP_XX.wav,CREMA-D,1016,HAP,timeline offset 8 s
crema-045,123.054563,125.757250,calm,1016_IWL_NEU_XX.wav,CREMA-D,1016,NEU,timeline offset 8 s
crema-046,125.757250,129.661125,distress,1016_IWL_SAD_XX.wav,CREMA-D,1016,SAD,timeline offset 8 s
crema-047,129.661125,132.463938,distress,1016_IWW_ANG_XX.wav,CREMA-D,1016,ANG,timeline offset 8 s
crema-048,132.463938,135.667125,exclude,1016_IWW_DIS_XX.wav,CREMA-D,1016,DIS,timeline offset 8 s
crema-049,135.667125,138.570000,distress,1016_IWW_FEA_XX.wav,CREMA-D,1016,FEA,timeline offset 8 s
crema-050,138.570000,140.845562,exclude,1016_IWW_HAP_XX.wav,CREMA-D,1016,HAP,timeline offset 8 s
crema-051,140.845562,142.847563,calm,1016_IWW_NEU_XX.wav,CREMA-D,1016,NEU,timeline offset 8 s
crema-052,142.847563,146.718125,distress,1016_IWW_SAD_XX.wav,CREMA-D,1016,SAD,timeline offset 8 s
crema-053,146.718125,149.454187,distress,1016_MTI_ANG_XX.wav,CREMA-D,1016,ANG,timeline offset 8 s
crema-054,149.454187,152.457188,exclude,1016_MTI_DIS_XX.wav,CREMA-D,1016,DIS,timeline offset 8 s
crema-055,152.457188,155.260000,distress,1016_MTI_FEA_XX.wav,CREMA-D,1016,FEA,timeline offset 8 s
crema-056,155.260000,157.795875,exclude,1016_MTI_HAP_XX.wav,CREMA-D,1016,HAP,timeline offset 8 s
crema-057,157.795875,159.731125,calm,1016_MTI_NEU_XX.wav,CREMA-D,1016,NEU,timeline offset 8 s
crema-058,159.731125,163.101125,distress,1016_MTI_SAD_XX.wav,CREMA-D,1016,SAD,timeline offset 8 s
crema-059,163.101125,165.670375,distress,1016_TAI_ANG_XX.wav,CREMA-D,1016,ANG,timeline offset 8 s
crema-060,165.670375,168.806813,exclude,1016_TAI_DIS_XX.wav,CREMA-D,1016,DIS,timeline offset 8 s
crema-061,168.806813,172.710688,distress,1016_TAI_FEA_XX.wav,CREMA-D,1016,FEA,timeline offset 8 s
crema-062,172.710688,175.146437,exclude,1016_TAI_HAP_XX.wav,CREMA-D,1016,HAP,timeline offset 8 s
