session_id,node_id,boot_id,chunk_index,relative_path,start_sample_index,sample_count,valid_sample_count,missing_sample_count,valid_mask_path,sample_rate_hz,duration_s,label,room_id,surface_type,distance_m,source_id,split_group_id,packets_received,packets_lost,packets_duplicate_or_old,temperature_mean_c,sha256
20260717_conference-room-01_conference-table_crema-d-actor-1020,1,848316260,0,node-0001/boot-32904764/vibration_000000.npy,12421632,60000,60000,0,node-0001/boot-32904764/valid_000000.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1020,crema-d_actor_1020,235,0,0,33.490,aa74ea5907b8ec37a6488fbe5f760cea5ea9dc767bc1fde4f59d20b3fc02f600
20260717_conference-room-01_conference-table_crema-d-actor-1020,1,848316260,1,node-0001/boot-32904764/vibration_000001.npy,12481632,60000,60000,0,node-0001/boot-32904764/valid_000001.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1020,crema-d_actor_1020,234,0,0,33.492,6139c3f7e7f8da4f95cd3ec9d656fa6743acf2b05c41a92021a4be490542c1e0
20260717_conference-room-01_conference-table_crema-d-actor-1020,1,848316260,2,node-0001/boot-32904764/vibration_000002.npy,12541632,60000,60000,0,node-0001/boot-32904764/valid_000002.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1020,crema-d_actor_1020,235,0,0,33.490,984765462e55a0120b7888deb2de8079c905c877b63951e2dd31fddb6c9c16f8
20260717_conference-room-01_conference-table_crema-d-actor-1020,1,848316260,3,node-0001/boot-32904764/vibration_000003.npy,12601632,60000,60000,0,node-0001/boot-32904764/valid_000003.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1020,crema-d_actor_1020,234,0,0,33.494,38065821f699c3766800d368321e81d99272c37054c9def8b727f4f01a394bb5
20260717_conference-room-01_conference-table_crema-d-actor-1020,1,848316260,4,node-0001/boot-32904764/vibration_000004.npy,12661632,60000,60000,0,node-0001/boot-32904764/valid_000004.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1020,crema-d_actor_1020,234,0,0,33.492,319df8a2521813cf57f1df19500da40057e8d700de44069452dfc79a5ee7652b
20260717_conference-room-01_conference-table_crema-d-actor-1020,1,848316260,5,node-0001/boot-32904764/vibration_000005.npy,12721632,60000,60000,0,node-0001/boot-32904764/valid_000005.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1020,crema-d_actor_1020,235,0,0,33.490,8daff56e0d1919881090876d3ffb38c3b3394ff321466568137b01cd42df0092
20260717_conference-room-01_conference-table_crema-d-actor-1020,1,848316260,6,node-0001/boot-32904764/vibration_000006.npy,12781632,60000,60000,0,node-0001/boot-32904764/valid_000006.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1020,crema-d_actor_1020,234,0,0,33.490,756abc5fdbda463d1d163250a7f21a9521f687f948bc9ae6a19b2ad57c2b94da
20260717_conference-room-01_conference-table_crema-d-actor-1020,1,848316260,7,node-0001/boot-32904764/vibration_000007.npy,12841632,60000,60000,0,node-0001/boot-32904764/valid_000007.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1020,crema-d_actor_1020,234,0,0,33.487,ad2b3d5e9db6a818054a7adcaf7d08d6aa4cbd789f3c276a0209040f90fe9af3
20260717_conference-room-01_conference-table_crema-d-actor-1020,1,848316260,8,node-0001/boot-32904764/vibration_000008.npy,12901632,60000,60000,0,node-0001/boot-32904764/valid_000008.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1020,crema-d_actor_1020,235,0,0,33.486,b4a5512d7219dcd5e176f43d31e8001e2165ff036f581fe23bb8765cbe0c3376
20260717_conference-room-01_conference-table_crema-d-actor-1020,1,848316260,9,node-0001/boot-32904764/vibration_000009.npy,12961632,60000,60000,0,node-0001/boot-32904764/valid_000009.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1020,crema-d_actor_1020,234,0,0,33.485,34b3b4fefc21bc0392b308095f36fc57227fb00d6081a435fe9f19d7482ebea6
20260717_conference-room-01_conference-table_crema-d-actor-1020,1,848316260,10,node-0001/boot-32904764/vibration_000010.npy,13021632,60000,60000,0,node-0001/boot-32904764/valid_000010.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1020,crema-d_actor_1020,235,0,0,33.489,8d80fa8aa1031fe63d2aaf78aefd8ad3d1728ec33aa56e78d9d5e5b706b5cce3
20260717_conference-room-01_conference-table_crema-d-actor-1020,1,848316260,11,node-0001/boot-32904764/vibration_000011.npy,13081632,60000,60000,0,node-0001/boot-32904764/valid_000011.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1020,crema-d_actor_1020,234,0,0,33.489,a55bb09030264ec02398851555656778edd7f9ea1a1ec734728f35d4218568f4
20260717_conference-room-01_conference-table_crema-d-actor-1020,1,848316260,12,node-0001/boot-32904764/vibration_000012.npy,13141632,60000,60000,0,node-0001/boot-32904764/valid_000012.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1020,crema-d_actor_1020,234,0,0,33.487,f9d59eeb2ae3791ca233e757ee8a152c8388b221fe44c3608c479a718eaaf883
20260717_conference-room-01_conference-table_crema-d-actor-1020,1,848316260,13,node-0001/boot-32904764/vibration_000013.npy,13201632,60000,60000,0,node-0001/boot-32904764/valid_000013.npy,6000,10.000000,mixed,conference-room-01,conference-table,0.2,crema-d_actor_1020,crema-d_actor_1020,235,0,0,33.482,bd566f4382aa83575091aba2c723b8164d7f78d9f423fbdf43226fc355bc44ce
