event_id,start_s,end_s,label,source_clip_id,source_dataset,speaker_id,emotion,notes
crema-001,8.000000,11.370062,distress,1020_DFA_ANG_XX.wav,CREMA-D,1020,ANG,timeline offset 8 s
crema-002,11.370062,14.873563,exclude,1020_DFA_DIS_XX.wav,CREMA-D,1020,DIS,timeline offset 8 s
crema-003,14.873563,17.042375,distress,1020_DFA_FEA_XX.wav,CREMA-D,1020,FEA,timeline offset 8 s
crema-004,17.042375,19.144500,exclude,1020_DFA_HAP_XX.wav,CREMA-D,1020,HAP,timeline offset 8 s
crema-005,19.144500,21.113125,calm,1020_DFA_NEU_XX.wav,CREMA-D,1020,NEU,timeline offset 8 s
crema-006,21.113125,23.515500,distress,1020_DFA_SAD_XX.wav,CREMA-D,1020,SAD,timeline offset 8 s
crema-007,23.515500,26.118125,distress,1020_IEO_ANG_HI.wav,CREMA-D,1020,ANG,timeline offset 8 s
crema-008,26.118125,28.887563,distress,1020_IEO_ANG_LO.wav,CREMA-D,1020,ANG,timeline offset 8 s
crema-009,28.887563,32.257562,distress,1020_IEO_ANG_MD.wav,CREMA-D,1020,ANG,timeline offset 8 s
crema-010,32.257562,35.293937,exclude,1020_IEO_DIS_HI.wav,CREMA-D,1020,DIS,timeline offset 8 s
crema-011,35.293937,37.996625,exclude,1020_IEO_DIS_LO.wav,CREMA-D,1020,DIS,timeline offset 8 s
crema-012,37.996625,41.266562,exclude,1020_IEO_DIS_MD.wav,CREMA-D,1020,DIS,timeline offset 8 s
crema-013,41.266562,43.368688,distress,1020_IEO_FEA_HI.wav,CREMA-D,1020,FEA,timeline offset 8 s
crema-014,43.368688,45.671000,distress,1020_IEO_FEA_LO.wav,CREMA-D,1020,FEA,timeline offset 8 s
crema-015,45.671000,48.106750,distress,1020_IEO_FEA_MD.wav,CREMA-D,1020,FEA,timeline offset 8 s
crema-016,48.106750,50.575875,exclude,1020_IEO_HAP_HI.wav,CREMA-D,1020,HAP,timeline offset 8 s
crema-017,50.575875,52.744687,exclude,1020_IEO_HAP_LO.wav,CREMA-D,1020,HAP,timeline offset 8 s
crema-018,52.744687,55.480750,exclude,1020_IEO_HAP_MD.wav,CREMA-D,1020,HAP,timeline offset 8 s
crema-019,55.480750,57.516125,calm,1020_IEO_NEU_XX.wav,CREMA-D,1020,NEU,timeline offset 8 s
crema-020,57.516125,60.285562,distress,1020_IEO_SAD_HI.wav,CREMA-D,1020,SAD,timeline offset 8 s
crema-021,60.285562,62.954875,distress,1020_IEO_SAD_LO.wav,CREMA-D,1020,SAD,timeline offset 8 s
crema-022,62.954875,66.591813,distress,1020_IEO_SAD_MD.wav,CREMA-D,1020,SAD,timeline offset 8 s
crema-023,66.591813,69.461375,distress,1020_IOM_ANG_XX.wav,CREMA-D,1020,ANG,timeline offset 8 s
crema-024,69.461375,72.164062,exclude,1020_IOM_DIS_XX.wav,CREMA-D,1020,DIS,timeline offset 8 s
crema-025,72.164062,74.446750,distress,1020_IOM_FEA_XX.wav,CREMA-D,1020,FEA,timeline offset 8 s
crema-026,74.446750,76.715688,exclude,1020_IOM_HAP_XX.wav,CREMA-D,1020,HAP,timeline offset 8 s
crema-027,76.715688,78.684313,calm,1020_IOM_NEU_XX.wav,CREMA-D,1020,NEU,timeline offset 8 s
crema-028,78.684313,80.986625,distress,1020_IOM_SAD_XX.wav,CREMA-D,1020,SAD,timeline offset 8 s
crema-029,80.986625,84.990625,distress,1020_ITH_ANG_XX.wav,CREMA-D,1020,ANG,timeline offset 8 s
crema-030,84.990625,89.294938,exclude,1020_ITH_DIS_XX.wav,CREMA-D,1020,DIS,timeline offset 8 s
crema-031,89.294938,92.464750,distress,1020_ITH_FEA_XX.wav,CREMA-D,1020,FEA,timeline offset 8 s
crema-032,92.464750,94.967250,exclude,1020_ITH_HAP_XX.wav,CREMA-D,1020,HAP,timeline offset 8 s
crema-033,94.967250,97.703312,calm,1020_ITH_NEU_XX.wav,CREMA-D,1020,NEU,timeline offset 8 s
crema-034,97.703312,101.106688,distress,1020_ITH_SAD_XX.wav,CREMA-D,1020,SAD,timeline offset 8 s
crema-035,101.106688,104.476750,distress,1020_ITS_ANG_XX.wav,CREMA-D,1020,ANG,timeline offset 8 s
crema-036,104.476750,107.880125,exclude,1020_ITS_DIS_XX.wav,CREMA-D,1020,DIS,timeline offset 8 s
crema-037,107.880125,110.416000,distress,1020_ITS_FEA_XX.wav,CREMA-D,1020,FEA,timeline offset 8 s
crema-038,110.416000,112.618188,exclude,1020_ITS_HAP_XX.wav,CREMA-D,1020,HAP,timeline offset 8 s
crema-039,112.618188,114.920500,calm,1020_ITS_NEU_XX.wav,CREMA-D,1020,NEU,timeline offset 8 s
crema-040,114.920500,117.890125,distress,1020_ITS_SAD_XX.wav,CREMA-D,1020,SAD,timeline offset 8 s
crema-041,117.890125,121.427000,distress,1020_IWL_ANG_XX.wav,CREMA-D,1020,ANG,timeline offset 8 s
crema-042,121.427000,125.364250,exclude,1020_IWL_DIS_XX.wav,CREMA-D,1020,DIS,timeline offset 8 s
crema-043,125.364250,128.901125,distress,1020_IWL_FEA_XX.wav,CREMA-D,1020,FEA,timeline offset 8 s
crema-044,128.901125,131.570437,exclude,1020_IWL_HAP_XX.wav,CREMA-D,1020,HAP,timeline offset 8 s
crema-045,131.570437,134.540063,calm,1020_IWL_NEU_XX.wav,CREMA-D,1020,NEU,timeline offset 8 s
crema-046,134.540063,138.010188,distress,1020_IWL_SAD_XX.wav,CREMA-D,1020,SAD,timeline offset 8 s
crema-047,138.010188,140.712875,distress,1020_IWW_ANG_XX.wav,CREMA-D,1020,ANG,timeline offset 8 s
crema-048,140.712875,143.315500,exclude,1020_IWW_DIS_XX.wav,CREMA-D,1020,DIS,timeline offset 8 s
crema-049,143.315500,145.818000,distress,1020_IWW_FEA_XX.wav,CREMA-D,1020,FEA,timeline offset 8 s
crema-050,145.818000,147.519688,exclude,1020_IWW_HAP_XX.wav,CREMA-D,1020,HAP,timeline offset 8 s
crema-051,147.519688,149.521688,calm,1020_IWW_NEU_XX.wav,CREMA-D,1020,NEU,timeline offset 8 s
crema-052,149.521688,152.057562,distress,1020_IWW_SAD_XX.wav,CREMA-D,1020,SAD,timeline offset 8 s
crema-053,152.057562,154.860375,distress,1020_MTI_ANG_XX.wav,CREMA-D,1020,ANG,timeline offset 8 s
crema-054,154.860375,158.363875,exclude,1020_MTI_DIS_XX.wav,CREMA-D,1020,DIS,timeline offset 8 s
crema-055,158.363875,161.099938,distress,1020_MTI_FEA_XX.wav,CREMA-D,1020,FEA,timeline offset 8 s
crema-056,161.099938,163.735875,exclude,1020_MTI_HAP_XX.wav,CREMA-D,1020,HAP,timeline offset 8 s
crema-057,163.735875,166.572062,calm,1020_MTI_NEU_XX.wav,CREMA-D,1020,NEU,timeline offset 8 s
crema-058,166.572062,169.575063,distress,1020_MTI_SAD_XX.wav,CREMA-D,1020,SAD,timeline offset 8 s
crema-059,169.575063,172.511313,distress,1020_TAI_ANG_XX.wav,CREMA-D,1020,ANG,timeline offset 8 s
crema-060,172.511313,175.714500,exclude,1020_TAI_DIS_XX.wav,CREMA-D,1020,DIS,timeline offset 8 s
crema-061,175.714500,178.417188,distress,1020_TAI_FEA_XX.wav,CREMA-D,1020,FEA,timeline offset 8 s
crema-062,178.417188,180.552625,exclude,1020_TAI_HAP_XX.wav,CREMA-D,1020,HAP,timeline offset 8 s
crema-063,180.552625,183.322062,calm,1020_TAI_NEU_XX.wav,CREMA-D,1020,NEU,timeline offset 8 s
crema-064,183.322062,185.891312,distress,1020_TAI_SAD_XX.wav,CREMA-D,1020,SAD,timeline offset 8 s
crema-065,185.891312,189.962063,distress,1020_TIE_ANG_XX.wav,CREMA-D,1020,ANG,timeline offset 8 s
crema-066,189.962063,194.466563,exclude,1020_TIE_DIS_XX.wav,CREMA-D,1020,DIS,timeline offset 8 s
crema-067,194.466563,198.604000,distress,1020_TIE_FEA_XX.wav,CREMA-D,1020,FEA,timeline offset 8 s
crema-068,198.604000,201.840563,exclude,1020_TIE_HAP_XX.wav,CREMA-D,1020,HAP,timeline offset 8 s
crema-069,201.840563,204.843562,calm,1020_TIE_NEU_XX.wav,CREMA-D,1020,NEU,timeline offset 8 s
crema-070,204.843562,208.614000,distress,1020_TIE_SAD_XX.wav,CREMA-D,1020,SAD,timeline offset 8 s
crema-071,208.614000,211.516875,distress,1020_TSI_ANG_XX.wav,CREMA-D,1020,ANG,timeline offset 8 s
crema-072,211.516875,215.087125,exclude,1020_TSI_DIS_XX.wav,CREMA-D,1020,DIS,timeline offset 8 s
crema-073,215.087125,217.456187,distress,1020_TSI_FEA_XX.wav,CREMA-D,1020,FEA,timeline offset 8 s
crema-074,217.456187,219.958687,exclude,1020_TSI_HAP_XX.wav,CREMA-D,1020,HAP,timeline offset 8 s
crema-075,219.958687,222.361063,calm,1020_TSI_NEU_XX.wav,CREMA-D,1020,NEU,timeline offset 8 s
crema-076,222.361063,225.263937,distress,1020_TSI_SAD_XX.wav,CREMA-D,1020,SAD,timeline offset 8 s
crema-077,225.263937,228.266938,distress,1020_WSI_ANG_XX.wav,CREMA-D,1020,ANG,timeline offset 8 s
crema-078,228.266938,231.903875,exclude,1020_WSI_DIS_XX.wav,CREMA-D,1020,DIS,timeline offset 8 s
crema-079,231.903875,234.606562,distress,1020_WSI_FEA_XX.wav,CREMA-D,1020,FEA,timeline offset 8 s
crema-080,234.606562,236.975625,exclude,1020_WSI_HAP_XX.wav,CREMA-D,1020,HAP,timeline offset 8 s
crema-081,236.975625,239.277938,calm,1020_WSI_NEU_XX.wav,CREMA-D,1020,NEU,timeline offset 8 s
crema-082,239.277938,242.014000,distress,1020_WSI_SAD_XX.wav,CREMA-D,1020,SAD,timeline offset 8 s
