event_id,start_s,end_s,label,source_clip_id,source_dataset,speaker_id,emotion,notes
crema-001,8.955335,10.957335,distress,1016_DFA_ANG_XX.wav,CREMA-D,1016,ANG,timeline aligned from vibration envelope
crema-002,10.957335,13.359710,exclude,1016_DFA_DIS_XX.wav,CREMA-D,1016,DIS,timeline aligned from vibration envelope
crema-003,13.359710,15.828835,distress,1016_DFA_FEA_XX.wav,CREMA-D,1016,FEA,timeline aligned from vibration envelope
crema-004,15.828835,17.730710,exclude,1016_DFA_HAP_XX.wav,CREMA-D,1016,HAP,timeline aligned from vibration envelope
crema-005,17.730710,19.665960,calm,1016_DFA_NEU_XX.wav,CREMA-D,1016,NEU,timeline aligned from vibration envelope
crema-006,19.665960,22.034960,distress,1016_DFA_SAD_XX.wav,CREMA-D,1016,SAD,timeline aligned from vibration envelope
crema-007,22.034960,24.771022,distress,1016_IEO_ANG_HI.wav,CREMA-D,1016,ANG,timeline aligned from vibration envelope
crema-008,24.771022,27.073335,distress,1016_IEO_ANG_LO.wav,CREMA-D,1016,ANG,timeline aligned from vibration envelope
crema-009,27.073335,29.342272,distress,1016_IEO_ANG_MD.wav,CREMA-D,1016,ANG,timeline aligned from vibration envelope
crema-010,29.342272,32.211773,exclude,1016_IEO_DIS_HI.wav,CREMA-D,1016,DIS,timeline aligned from vibration envelope
crema-011,32.211773,34.714272,exclude,1016_IEO_DIS_LO.wav,CREMA-D,1016,DIS,timeline aligned from vibration envelope
crema-012,34.714272,37.350210,exclude,1016_IEO_DIS_MD.wav,CREMA-D,1016,DIS,timeline aligned from vibration envelope
crema-013,37.350210,39.852710,distress,1016_IEO_FEA_HI.wav,CREMA-D,1016,FEA,timeline aligned from vibration envelope
crema-014,39.852710,42.188398,distress,1016_IEO_FEA_LO.wav,CREMA-D,1016,FEA,timeline aligned from vibration envelope
crema-015,42.188398,45.091272,distress,1016_IEO_FEA_MD.wav,CREMA-D,1016,FEA,timeline aligned from vibration envelope
crema-016,45.091272,47.527023,exclude,1016_IEO_HAP_HI.wav,CREMA-D,1016,HAP,timeline aligned from vibration envelope
crema-017,47.527023,49.629147,exclude,1016_IEO_HAP_LO.wav,CREMA-D,1016,HAP,timeline aligned from vibration envelope
crema-018,49.629147,51.664522,exclude,1016_IEO_HAP_MD.wav,CREMA-D,1016,HAP,timeline aligned from vibration envelope
crema-019,51.664522,53.399585,calm,1016_IEO_NEU_XX.wav,CREMA-D,1016,NEU,timeline aligned from vibration envelope
crema-020,53.399585,57.069897,distress,1016_IEO_SAD_HI.wav,CREMA-D,1016,SAD,timeline aligned from vibration envelope
crema-021,57.069897,59.405585,distress,1016_IEO_SAD_LO.wav,CREMA-D,1016,SAD,timeline aligned from vibration envelope
